gene,chr,start,end,splice_type,novel,HCT116_ENCFF400LRT_in_cov,HCT116_ENCFF400LRT_total_cov
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,41,101
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,17,104
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,22,110
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,93,110
ENSG00000150403.17,chr13,113539507,113548302,ES,True,52,192
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,28,248
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,30,240
ENSG00000120699.12,chr13,37004561,37005956,3AS,False,14,100
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,16,108
ENSG00000126216.14,chr13,112485004,112486151,PAS,True,19,146
ENSG00000126216.14,chr13,112587904,112588184,TSS,True,26,146
ENSG00000126216.14,chr13,112569151,112569261,TSS,True,131,146
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,109,123
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,36,121
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,18,139
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,16,130
ENSG00000130177.15,chr13,114242280,114243256,IR,True,84,103
ENSG00000130177.15,chr13,114272481,114272563,IR,False,79,135
ENSG00000130177.15,chr13,114234869,114235132,TSS,True,45,143
ENSG00000130177.15,chr13,114272317,114272481,TSS,True,109,136
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,63,143
ENSG00000130177.15,chr13,114272183,114272742,PAS,True,64,111
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,35,116
ENSG00000213995.11,chr13,110634675,110634776,TSS,True,103,116
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,23,108
ENSG00000213995.11,chr13,110638768,110639996,PAS,True,101,116
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,163,305
ENSG00000183087.14,chr13,113863574,113864070,TSS,True,273,305
ENSG00000133119.12,chr13,33818068,33818265,TSS,True,13,120
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,14,116
ENSG00000150459.12,chr13,21140540,21140681,TSS,True,28,177
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,151,740
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,30,234
ENSG00000134884.14,chr13,106557131,106559431,IR,False,95,221
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,33,260
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,237,1232
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,60,162
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,123,162
ENSG00000126226.21,chr13,113177976,113178173,IR,False,34,111
ENSG00000126226.21,chr13,113178008,113178173,IR,False,27,104
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,111,145
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,67,144
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,118,145
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,16,145
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,79,339
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,289,339
ENSG00000102572.14,chr13,98576744,98577497,TSS,True,24,213
ENSG00000139793.18,chr13,97222287,97222531,TSS,True,53,103
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,17,104
ENSG00000106462.10,chr7,148884163,148884694,TSS,True,46,115
ENSG00000106153.12,chr7,56106363,56106485,TSS,True,57,336
ENSG00000106153.12,chr7,56104225,56104478,TSS,True,302,336
ENSG00000164548.10,chr7,23504779,23505569,PAS,False,11,109
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,17,114
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,27,228
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,91,215
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,126,216
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,161,805
ENSG00000106009.15,chr7,2537797,2538764,PAS,True,29,254
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,229,262
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,123,262
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,167,544
ENSG00000164818.15,chr7,726661,727315,TSS,True,51,227
ENSG00000157778.8,chr7,1569123,1569361,TSS,True,80,112
ENSG00000157778.8,chr7,1570008,1570047,TSS,False,100,112
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,30,121
ENSG00000091732.16,chr7,130051220,130051394,TSS,True,23,112
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,145,182
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,50,196
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,159,196
ENSG00000122566.21,chr7,26190460,26190992,IR,False,72,128
ENSG00000122566.21,chr7,26191128,26192494,IR,False,30,129
ENSG00000122566.21,chr7,26192338,26192494,IR,False,948,1054
ENSG00000122566.21,chr7,26197732,26200571,ES,False,825,1007
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,180,1122
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,326,1347
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,23,123
ENSG00000135269.17,chr7,116257293,116258789,PAS,True,44,342
ENSG00000127922.9,chr7,96709687,96709880,TSS,True,35,159
ENSG00000127922.9,chr7,96694797,96694888,TSS,True,138,154
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,35,174
ENSG00000263001.5,chr7,74758855,74759547,IR,False,101,121
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,100,146
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,60,136
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,38,139
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,119,139
ENSG00000127955.16,chr7,80134802,80135278,TSS,True,70,577
ENSG00000170632.13,chr7,103075411,103083681,ES,False,88,121
ENSG00000170632.13,chr7,103086764,103097276,ES,False,29,108
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,39,185
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,72,132
ENSG00000170852.10,chr7,32891535,32892021,TSS,False,19,108
ENSG00000087077.13,chr7,100870743,100871542,IR,True,189,212
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,62,223
ENSG00000087077.13,chr7,100867345,100868233,TSS,True,199,223
ENSG00000146833.15,chr7,99890406,99892746,PAS,False,19,100
ENSG00000146833.15,chr7,99899940,99902174,PAS,False,88,100
ENSG00000189043.9,chr7,10940015,10940177,TSS,True,13,129
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,491,574
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,174,574
ENSG00000146918.19,chr7,158646563,158652292,ES,False,18,130
ENSG00000146918.19,chr7,158655258,158655338,IR,False,120,135
ENSG00000146918.19,chr7,158704723,158704834,TSS,True,24,144
ENSG00000146540.14,chr7,994135,997804,PAS,True,14,103
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,68,106
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,70,110
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,75,355
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,301,353
ENSG00000241685.9,chr7,99325872,99326004,TSS,True,39,378
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,164,278
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,142,182
ENSG00000164880.15,chr7,1477752,1477938,TSS,True,161,182
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,39,116
ENSG00000091127.13,chr7,105508520,105522051,3AS,False,30,128
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,50,265
ENSG00000071462.11,chr7,73697648,73697694,TSS,True,237,265
ENSG00000164896.19,chr7,151076832,151077100,ES,True,14,129
ENSG00000164896.19,chr7,151077027,151077100,IR,False,116,147
ENSG00000164896.19,chr7,151077236,151077309,IR,False,110,157
ENSG00000164896.19,chr7,151077401,151077620,IR,False,126,162
ENSG00000164896.19,chr7,151077780,151077878,IR,False,148,169
ENSG00000164896.19,chr7,151079021,151079499,IR,False,136,157
ENSG00000164896.19,chr7,151079922,151080684,IR,True,74,119
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,93,171
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,125,171
ENSG00000002745.12,chr7,121328990,121329387,TSS,False,60,314
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,185,524
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,356,523
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,24,134
ENSG00000160917.14,chr7,99452440,99454040,3AS,False,73,136
ENSG00000160917.14,chr7,99452440,99454043,3AS,False,17,153
ENSG00000160917.14,chr7,99438683,99439185,TSS,True,31,174
ENSG00000177683.13,chr7,108569489,108569708,TSS,True,13,112
ENSG00000272752.6,chr7,100336059,100336337,TSS,True,55,101
ENSG00000272752.6,chr7,100336068,100336220,TSS,True,79,102
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,102,604
ENSG00000157800.17,chr7,140332179,140335504,PAS,True,17,124
ENSG00000009335.17,chr7,157138877,157139338,TSS,True,31,104
ENSG00000128595.16,chr7,128748804,128758870,ME,False,95,476
ENSG00000005075.15,chr7,102478807,102478910,TSS,True,22,101
ENSG00000105976.14,chr7,116671865,116672577,TSS,True,110,151
ENSG00000105976.14,chr7,116795694,116795791,TSS,True,108,122
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,101,464
ENSG00000078399.17,chr7,27164967,27165140,IR,False,115,156
ENSG00000078399.17,chr7,27165140,27165536,TSS,False,77,193
ENSG00000078399.17,chr7,27164877,27165536,TSS,True,152,193
ENSG00000241468.7,chr7,99458355,99460085,ES,False,16,113
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,114,150
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,92,150
ENSG00000241468.7,chr7,99460085,99461792,TSS,True,133,150
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,244,1680
ENSG00000164649.19,chr7,21908507,21916753,ES,False,38,303
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,99,265
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,54,352
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,137,309
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,95,347
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,153,357
ENSG00000087087.19,chr7,100884382,100884552,TSS,True,313,355
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,35,317
ENSG00000164828.17,chr7,816673,838797,ES,False,86,283
ENSG00000164828.17,chr7,849603,849922,IR,False,247,275
ENSG00000164828.17,chr7,849603,851383,ES,False,36,276
ENSG00000164828.17,chr7,852667,852809,IR,False,224,259
ENSG00000164828.17,chr7,852667,852812,3AS,False,93,318
ENSG00000164828.17,chr7,852667,852812,IR,False,93,128
ENSG00000164828.17,chr7,815868,816673,TSS,True,131,419
ENSG00000160813.6,chr7,100435767,100435847,IR,False,55,100
ENSG00000160813.6,chr7,100436064,100436140,IR,True,47,104
ENSG00000160813.6,chr7,100435281,100435533,PAS,True,24,104
ENSG00000160813.6,chr7,100435630,100436469,TSS,True,86,104
ENSG00000160813.6,chr7,100436140,100436535,TSS,False,57,104
ENSG00000160813.6,chr7,100435847,100436477,TSS,True,80,104
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,102,289
ENSG00000197157.10,chr7,127807481,127807573,TSS,True,247,288
ENSG00000170027.6,chr7,76358721,76358991,TSS,False,127,188
ENSG00000117868.15,chr7,158749723,158759485,ES,False,26,134
ENSG00000117868.15,chr7,158829088,158829628,TSS,True,41,170
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,109,621
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,110,134
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,90,134
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,181,802
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,52,205
ENSG00000070669.16,chr7,97858277,97858404,TSS,False,180,205
ENSG00000070669.16,chr7,97871718,97872132,TSS,False,184,205
ENSG00000075618.17,chr7,5592808,5593768,TSS,False,78,267
ENSG00000133612.18,chr7,151134568,151139978,ES,False,14,134
ENSG00000133612.18,chr7,151134568,151141897,ES,False,48,182
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,169,298
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,254,298
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,32,235
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,80,138
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,120,138
ENSG00000136193.16,chr7,29989641,29989961,TSS,True,63,181
ENSG00000186480.12,chr7,155302846,155308240,ES,False,123,156
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,51,176
ENSG00000186480.12,chr7,155297880,155298697,TSS,True,153,176
ENSG00000196411.9,chr7,100826978,100827607,TSS,True,84,101
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,30,110
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,39,214
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,93,267
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,228,267
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,84,118
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,49,140
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,105,140
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,14,124
ENSG00000106682.14,chr7,74189918,74194740,ES,False,817,945
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,220,1154
ENSG00000173852.14,chr7,35037096,35037632,TSS,False,28,125
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,25,215
ENSG00000106263.17,chr7,2355083,2355233,5AS,True,25,129
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,533,1242
ENSG00000106263.17,chr7,2379511,2380283,IR,True,105,127
ENSG00000106263.17,chr7,2379511,2380414,IR,True,129,151
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,212,1540
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,836,1531
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,997,1531
ENSG00000146733.13,chr7,56032054,56033960,ES,False,92,108
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,47,125
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,93,124
ENSG00000157954.14,chr7,5190493,5199575,ES,False,99,123
ENSG00000157954.14,chr7,5229705,5230834,5AS,False,63,136
ENSG00000157954.14,chr7,5190181,5190493,TSS,True,27,156
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,59,225
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,68,243
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,28,197
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,21,114
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,35,112
ENSG00000239857.6,chr7,876485,876800,TSS,False,26,132
ENSG00000239857.6,chr7,890974,891066,TSS,True,114,132
ENSG00000105819.13,chr7,103297422,103297558,TSS,True,13,122
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,13,120
ENSG00000130305.16,chr7,73308697,73308867,TSS,True,32,138
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,296,331
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,140,471
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,408,471
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,188,287
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,125,287
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,27,200
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,22,189
ENSG00000090266.12,chr7,140706562,140706646,PAS,True,14,125
ENSG00000136280.16,chr7,45000363,45063917,ES,False,29,144
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,17,167
ENSG00000064419.13,chr7,129054650,129055180,TSS,True,29,128
ENSG00000009954.10,chr7,73521826,73522306,TSS,True,18,117
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,104,216
ENSG00000136271.10,chr7,44573835,44575613,TSS,True,22,197
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,80,113
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,19,123
ENSG00000186591.12,chr7,129952502,129952986,TSS,True,42,352
ENSG00000161057.11,chr7,103347622,103347781,TSS,False,46,170
ENSG00000008282.8,chr7,106112139,106112336,TSS,True,43,307
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,43,399
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,130,206
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,65,240
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,185,240
ENSG00000129103.17,chr7,56073111,56074585,ES,False,71,376
ENSG00000088325.15,chr20,31797515,31798385,3AS,True,23,182
ENSG00000088325.15,chr20,31739247,31739621,TSS,False,33,250
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,58,244
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,208,242
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,147,308
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,60,368
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,163,313
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,150,313
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,147,209
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,76,211
ENSG00000101000.5,chr20,35171963,35172224,TSS,False,51,105
ENSG00000101000.5,chr20,35174780,35174953,TSS,False,75,105
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,44,266
ENSG00000088833.17,chr20,1445830,1452492,3AS,False,96,109
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,15,109
ENSG00000124228.14,chr20,49219319,49219541,TSS,True,21,134
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,28,131
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,99,120
ENSG00000132819.16,chr20,57391395,57391818,TSS,True,64,139
ENSG00000101187.15,chr20,62668184,62668476,IR,False,118,142
ENSG00000101187.15,chr20,62669078,62671749,ES,True,106,125
ENSG00000101187.15,chr20,62669078,62671749,3AS,True,106,130
ENSG00000101187.15,chr20,62642414,62642553,TSS,True,143,181
ENSG00000101187.15,chr20,62656357,62657250,TSS,False,119,181
ENSG00000101187.15,chr20,62666403,62666575,TSS,False,159,181
ENSG00000101187.15,chr20,62671749,62672621,PAS,True,53,180
ENSG00000101187.15,chr20,62669950,62672621,PAS,True,135,158
ENSG00000101189.6,chr20,62798668,62798974,IR,True,95,110
ENSG00000100983.10,chr20,34942627,34942930,IR,False,159,184
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,35,197
ENSG00000100983.10,chr20,34951723,34951898,TSS,True,175,197
ENSG00000101146.12,chr20,57350953,57351422,TSS,True,25,148
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,74,140
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,126,187
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,111,187
ENSG00000175063.16,chr20,45812602,45812796,TSS,True,27,183
ENSG00000101188.4,chr20,62708474,62709921,TSS,False,97,121
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,148,444
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,355,438
ENSG00000125977.6,chr20,34112095,34112255,TSS,False,49,450
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,28,106
ENSG00000124164.15,chr20,58389132,58389517,TSS,True,22,140
ENSG00000101084.17,chr20,36605690,36606065,TSS,True,17,103
ENSG00000149658.17,chr20,63215601,63215865,IR,True,88,100
ENSG00000149658.17,chr20,63215865,63216245,TSS,True,108,196
ENSG00000149658.17,chr20,63202286,63203161,TSS,True,100,194
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,120,478
ENSG00000149636.15,chr20,36751793,36752897,PAS,True,14,106
ENSG00000149636.15,chr20,36773661,36774298,TSS,True,34,112
ENSG00000243509.5,chr20,63696652,63697191,TSS,False,122,525
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,426,649
ENSG00000171858.17,chr20,62387107,62387388,TSS,True,474,649
ENSG00000171858.17,chr20,62387609,62387674,TSS,True,478,649
ENSG00000214078.12,chr20,35632025,35632310,ES,False,20,169
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,47,141
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,119,213
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,166,213
ENSG00000214078.12,chr20,35632162,35632320,TSS,True,188,213
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,108,138
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,39,156
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,136,156
ENSG00000132824.13,chr20,44521912,44522094,TSS,True,19,142
ENSG00000101255.10,chr20,380590,381169,TSS,False,109,492
ENSG00000101255.10,chr20,388011,388301,TSS,True,442,492
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,32,134
ENSG00000125844.15,chr20,17614099,17615529,PAS,True,116,131
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,113,138
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,76,149
ENSG00000025772.7,chr20,44960206,44960448,TSS,False,59,136
ENSG00000101266.18,chr20,508660,543671,ES,False,89,100
ENSG00000101266.18,chr20,543671,543818,TSS,True,86,191
ENSG00000101266.18,chr20,499832,499880,TSS,True,145,188
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,25,124
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,34,157
ENSG00000088766.11,chr20,6006049,6006552,TSS,True,25,104
ENSG00000203880.11,chr20,64255697,64255870,TSS,True,31,108
ENSG00000124193.14,chr20,43457860,43458140,TSS,False,79,463
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,59,209
ENSG00000130706.12,chr20,62303045,62303567,5AS,True,47,398
ENSG00000130706.12,chr20,62303781,62306196,ES,False,58,411
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,201,555
ENSG00000026559.13,chr20,51010364,51022869,ES,False,36,118
