gene,chr,start,end,splice_type,novel,upper_lobe_of_right_lung_ENCFF449MVA_in_cov,upper_lobe_of_right_lung_ENCFF449MVA_total_cov
ENSG00000213995.11,chr13,110634776,110635467,IR,True,95,106
ENSG00000213995.11,chr13,110637249,110638377,IR,True,92,105
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,33,126
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,112,126
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,25,116
ENSG00000133110.14,chr13,37564560,37569743,ES,False,85,126
ENSG00000133110.14,chr13,37569821,37577752,ES,False,21,125
ENSG00000133110.14,chr13,37570669,37577752,ES,False,58,105
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,503,1381
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,65,230
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,185,230
ENSG00000136155.16,chr13,77563899,77568294,ES,False,137,168
ENSG00000136155.16,chr13,77591460,77597544,ES,False,66,184
ENSG00000136155.16,chr13,77602124,77602656,3AS,True,20,185
ENSG00000136160.15,chr13,77918090,77918832,TSS,True,20,102
ENSG00000134884.14,chr13,106557131,106559431,IR,False,42,173
ENSG00000134884.14,chr13,106557616,106559431,IR,False,15,147
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,33,227
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,190,221
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,24,227
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,80,362
ENSG00000189403.14,chr13,30463530,30464779,TSS,True,324,362
ENSG00000005812.10,chr13,77018722,77026826,ES,True,18,114
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,70,483
ENSG00000152767.16,chr13,98142661,98143492,TSS,True,44,119
ENSG00000152767.16,chr13,98448235,98449773,PAS,True,25,116
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,54,357
ENSG00000102804.14,chr13,44573162,44577306,TSS,True,322,360
ENSG00000136153.19,chr13,75823571,75823873,TSS,True,93,107
ENSG00000136153.19,chr13,75760659,75761038,TSS,True,88,134
ENSG00000136153.19,chr13,75857920,75859601,PAS,True,40,131
ENSG00000068650.18,chr13,112689906,112690455,TSS,False,124,138
ENSG00000106635.7,chr7,73540052,73552166,ES,False,19,168
ENSG00000106635.7,chr7,73552242,73557486,ES,False,147,164
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,30,100
ENSG00000049540.16,chr7,74035414,74037706,ES,False,19,187
ENSG00000049540.16,chr7,74056713,74059885,ES,False,76,253
ENSG00000049540.16,chr7,74065732,74066731,ES,False,117,249
ENSG00000049540.16,chr7,74027789,74028269,TSS,True,129,316
ENSG00000135218.18,chr7,80674147,80676383,3AS,True,95,109
ENSG00000135218.18,chr7,80624073,80624190,TSS,True,109,153
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,121,153
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,104,153
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,115,146
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,52,147
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,307,421
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,53,477
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,165,259
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,96,264
ENSG00000136205.16,chr7,47346186,47347895,TSS,True,127,144
ENSG00000136205.16,chr7,47327980,47328181,TSS,True,125,144
ENSG00000106009.15,chr7,2543323,2543589,IR,False,138,155
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,155,181
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,75,181
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,30,195
ENSG00000086730.16,chr7,74210088,74215946,ES,False,55,117
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,30,119
ENSG00000122566.21,chr7,26192338,26192494,IR,False,254,323
ENSG00000122566.21,chr7,26197732,26200571,ES,False,258,315
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,290,368
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,110,362
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,48,368
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,30,110
ENSG00000196329.11,chr7,150737384,150737708,TSS,True,33,131
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,16,121
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,41,249
ENSG00000263001.5,chr7,74758855,74759547,IR,False,73,108
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,93,141
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,66,136
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,66,139
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,104,139
ENSG00000263001.5,chr7,74749267,74749452,PAS,True,99,123
ENSG00000170632.13,chr7,103075411,103083681,ES,False,84,101
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,32,144
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,112,139
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,24,151
ENSG00000170852.10,chr7,32875157,32879700,5AS,False,11,106
ENSG00000170852.10,chr7,32891535,32892021,TSS,False,13,113
ENSG00000087077.13,chr7,100870743,100871542,IR,True,125,141
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,45,146
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,69,214
ENSG00000106538.9,chr7,150340435,150341645,TSS,True,162,214
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,1287,1549
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,447,1549
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,206,921
ENSG00000005486.16,chr7,75879260,75881828,ES,False,87,134
ENSG00000005486.16,chr7,75878980,75879260,TSS,True,16,157
ENSG00000164849.9,chr7,1044542,1044658,TSS,True,137,171
ENSG00000164849.9,chr7,1055337,1055483,TSS,True,32,153
ENSG00000164849.9,chr7,1057491,1059269,PAS,True,19,165
ENSG00000146540.14,chr7,994135,997804,PAS,True,17,115
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,49,120
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,106,121
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,104,121
ENSG00000257923.10,chr7,101815706,101816093,TSS,True,77,121
ENSG00000257923.10,chr7,102283020,102283959,PAS,True,68,117
ENSG00000146963.17,chr7,139360322,139376061,ES,False,156,180
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,42,193
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,163,193
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,121,392
ENSG00000169919.16,chr7,65974704,65976014,ES,False,41,182
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,38,211
ENSG00000164867.10,chr7,150993645,150993961,TSS,False,62,129
ENSG00000164867.10,chr7,150998505,150998680,TSS,True,116,129
ENSG00000267645.5,chr7,102640773,102666076,ES,True,83,112
ENSG00000267645.5,chr7,102666163,102668914,ES,True,71,104
ENSG00000267645.5,chr7,102671551,102671788,TSS,False,12,114
ENSG00000164896.19,chr7,151076832,151076912,IR,False,127,150
ENSG00000164896.19,chr7,151077027,151077100,IR,False,103,148
ENSG00000164896.19,chr7,151077236,151077309,IR,False,103,147
ENSG00000164896.19,chr7,151077401,151077620,IR,False,105,138
ENSG00000164896.19,chr7,151077780,151077878,IR,False,111,140
ENSG00000164896.19,chr7,151079021,151079499,IR,False,104,116
ENSG00000164896.19,chr7,151076531,151076832,PAS,True,23,150
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,80,150
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,117,150
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,153,484
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,349,484
ENSG00000008256.15,chr7,6272473,6272713,TSS,False,24,113
ENSG00000130429.14,chr7,99374781,99385701,ES,False,426,476
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,34,101
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,29,217
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,45,195
ENSG00000128595.16,chr7,128748804,128758870,ME,False,79,369
ENSG00000164713.9,chr7,98281665,98281937,TSS,True,39,107
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,36,183
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,49,118
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,23,125
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,39,127
ENSG00000086232.12,chr7,6058965,6059230,TSS,True,18,160
ENSG00000128567.16,chr7,131510827,131511425,TSS,False,175,215
ENSG00000128567.16,chr7,131556259,131556751,TSS,True,174,216
ENSG00000164828.17,chr7,816673,838797,ES,False,16,153
ENSG00000164828.17,chr7,849603,849922,IR,False,138,160
ENSG00000164828.17,chr7,852667,852809,IR,False,124,154
ENSG00000164828.17,chr7,852667,852812,3AS,False,42,166
ENSG00000164828.17,chr7,815868,816673,TSS,True,61,215
ENSG00000164828.17,chr7,832386,832601,TSS,True,191,215
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,60,259
ENSG00000169871.12,chr7,101085425,101085571,TSS,True,69,126
ENSG00000117868.15,chr7,158749723,158759485,ES,False,95,112
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,56,226
ENSG00000122565.18,chr7,26201567,26203022,TSS,True,197,224
ENSG00000242802.7,chr7,4775597,4775756,TSS,True,30,106
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,139,277
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,205,482
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,425,479
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,79,408
ENSG00000075618.17,chr7,5592808,5593768,TSS,False,15,130
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,82,109
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,44,109
ENSG00000133612.18,chr7,151134568,151141897,ES,False,56,256
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,217,374
ENSG00000133612.18,chr7,151113570,151115641,TSS,False,300,374
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,58,350
ENSG00000133612.18,chr7,151122724,151123639,PAS,True,258,297
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,73,120
ENSG00000105953.14,chr7,44693821,44694004,TSS,True,101,113
ENSG00000127948.15,chr7,75986241,75986336,IR,False,204,227
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,104,242
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,215,242
ENSG00000127948.15,chr7,75986336,75986855,PAS,True,25,229
ENSG00000127948.15,chr7,75986158,75986864,PAS,True,206,229
ENSG00000186480.12,chr7,155302846,155308240,ES,False,207,245
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,44,253
ENSG00000196411.9,chr7,100802562,100803590,PAS,True,23,183
ENSG00000196411.9,chr7,100826978,100827607,TSS,True,98,208
ENSG00000106605.10,chr7,43758734,43771137,ES,False,115,132
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,30,149
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,533,2167
ENSG00000197448.13,chr7,143265092,143265260,IR,False,101,136
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,25,156
ENSG00000006715.15,chr7,38909153,38909215,TSS,True,11,103
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,128,656
ENSG00000164659.14,chr7,87059324,87059720,TSS,True,31,132
ENSG00000241644.2,chr7,30752130,30752304,TSS,True,72,131
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,152,288
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,51,349
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,211,343
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,191,343
ENSG00000010270.13,chr7,38178420,38207446,ES,False,108,122
ENSG00000091136.13,chr7,108002848,108003158,TSS,True,152,171
ENSG00000091136.13,chr7,107953529,107953742,TSS,False,145,167
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,75,171
ENSG00000059378.12,chr7,140057153,140057898,3AS,True,80,142
ENSG00000171115.3,chr7,150450744,150451175,TSS,False,41,124
ENSG00000171115.3,chr7,150466747,150467334,TSS,True,101,124
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,182,533
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,431,533
ENSG00000106624.10,chr7,44104228,44104918,TSS,True,173,340
ENSG00000239857.6,chr7,893815,893898,IR,False,99,113
ENSG00000239857.6,chr7,876485,876800,TSS,False,22,116
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,31,127
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,111,126
ENSG00000106348.17,chr7,128405865,128409755,ES,False,91,112
ENSG00000106348.17,chr7,128405865,128409755,3AS,True,91,104
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,69,200
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,151,200
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,304,359
ENSG00000136280.16,chr7,45000363,45063917,ES,False,32,164
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,19,188
ENSG00000082014.16,chr7,151240247,151240424,IR,False,103,118
ENSG00000082014.16,chr7,151240522,151241491,IR,False,92,107
ENSG00000082014.16,chr7,151277076,151277169,TSS,False,54,119
ENSG00000082014.16,chr7,151248484,151249400,TSS,True,89,119
ENSG00000086289.11,chr7,37920608,37921208,TSS,True,12,103
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,28,107
ENSG00000136295.14,chr7,2631914,2632278,TSS,True,91,111
ENSG00000086300.15,chr7,26346466,26360974,ES,False,121,142
ENSG00000086300.15,chr7,26291833,26292086,TSS,True,89,217
ENSG00000086300.15,chr7,26360879,26361061,TSS,True,151,217
ENSG00000133561.15,chr7,150628288,150630057,3AS,False,44,118
ENSG00000133561.15,chr7,150625374,150628512,PAS,True,44,118
ENSG00000133561.15,chr7,150625377,150628288,PAS,False,74,118
ENSG00000133561.15,chr7,150632168,150632353,TSS,True,45,161
ENSG00000233369.7,chr7,73205458,73206151,IR,True,66,105
ENSG00000233369.7,chr7,73154670,73155343,TSS,False,90,126
ENSG00000233369.7,chr7,73195634,73195701,TSS,True,56,126
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,56,122
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,83,122
ENSG00000233369.7,chr7,73195878,73196063,PAS,True,97,112
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,195,246
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,33,265
ENSG00000135185.11,chr7,87219425,87220585,TSS,True,116,195
ENSG00000135185.11,chr7,87220360,87220552,TSS,False,108,195
ENSG00000033100.16,chr7,151236590,151237373,IR,True,89,101
ENSG00000033100.16,chr7,151237373,151238826,PAS,True,15,117
ENSG00000135272.10,chr7,114922636,114922929,3AS,True,12,118
ENSG00000135272.10,chr7,114922106,114922636,TSS,True,20,140
ENSG00000135272.10,chr7,114922851,114923127,TSS,True,122,140
ENSG00000196715.6,chr7,65873123,65873565,TSS,True,15,121
ENSG00000214022.11,chr7,150368941,150371227,ES,False,87,113
ENSG00000214022.11,chr7,150368941,150371227,3AS,True,87,108
ENSG00000214022.11,chr7,150368941,150371230,3AS,True,17,151
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,106,263
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,157,184
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,54,184
ENSG00000214022.11,chr7,150369670,150374037,PAS,True,158,184
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,34,211
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,186,211
ENSG00000106333.12,chr7,100605215,100605675,IR,True,98,109
ENSG00000106333.12,chr7,100605812,100606415,IR,True,103,117
ENSG00000106333.12,chr7,100604601,100605215,TSS,True,109,122
ENSG00000106333.12,chr7,100602333,100602551,TSS,True,37,122
ENSG00000088298.12,chr20,35115341,35115933,PAS,True,12,115
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,13,116
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,128,281
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,33,314
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,156,287
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,131,287
ENSG00000124107.5,chr20,45254458,45254563,TSS,False,49,124
ENSG00000124107.5,chr20,45253001,45253144,TSS,True,102,124
ENSG00000124107.5,chr20,45253574,45253774,TSS,True,104,124
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,12,113
ENSG00000198053.11,chr20,1894279,1894517,TSS,True,81,125
ENSG00000198053.11,chr20,1894888,1894966,TSS,True,111,125
ENSG00000198053.11,chr20,1894893,1895526,TSS,True,103,125
ENSG00000101187.15,chr20,62667910,62668011,IR,False,98,115
ENSG00000101187.15,chr20,62667910,62668476,ES,False,16,110
ENSG00000101187.15,chr20,62668184,62668476,IR,False,97,123
ENSG00000101187.15,chr20,62669078,62671749,3AS,True,105,120
ENSG00000101187.15,chr20,62642414,62642553,TSS,True,97,157
ENSG00000101187.15,chr20,62656357,62657250,TSS,False,101,157
ENSG00000101187.15,chr20,62671749,62672621,PAS,True,39,155
ENSG00000101187.15,chr20,62669950,62672621,PAS,True,128,143
ENSG00000154930.14,chr20,25057768,25058390,TSS,True,20,135
ENSG00000100982.11,chr20,45934417,45934804,TSS,True,17,122
ENSG00000100982.11,chr20,45947523,45948740,PAS,False,17,120
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,68,119
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,87,138
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,69,138
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,25,241
ENSG00000198959.11,chr20,38165188,38165430,TSS,True,838,1123
ENSG00000198959.11,chr20,38161419,38161601,TSS,True,1000,1123
ENSG00000198959.11,chr20,38155846,38156090,TSS,True,810,1123
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,13,103
ENSG00000064205.10,chr20,44714834,44715161,TSS,True,107,125
ENSG00000064205.10,chr20,44715021,44715450,TSS,True,58,125
ENSG00000149658.17,chr20,63215601,63215865,IR,True,97,113
ENSG00000149658.17,chr20,63215865,63216245,TSS,True,55,152
ENSG00000149658.17,chr20,63202286,63203161,TSS,True,116,151
ENSG00000149658.17,chr20,63215576,63216195,TSS,True,136,152
ENSG00000125875.13,chr20,437598,438549,IR,False,14,110
ENSG00000125875.13,chr20,435479,438841,PAS,True,14,114
ENSG00000125875.13,chr20,435483,437598,PAS,True,102,115
ENSG00000125875.13,chr20,462335,462564,TSS,True,18,126
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,17,123
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,56,115
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,87,115
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,155,238
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,90,254
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,203,254
ENSG00000125844.15,chr20,17643127,17658604,5AS,False,30,173
ENSG00000125844.15,chr20,17660528,17682027,ES,False,63,111
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,190,236
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,126,238
ENSG00000171700.13,chr20,64079872,64079989,TSS,False,111,131
ENSG00000171700.13,chr20,64079293,64079889,TSS,True,41,131
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,44,123
ENSG00000100991.11,chr20,35002334,35003283,PAS,False,21,144
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,30,153
ENSG00000088766.11,chr20,6006049,6006552,TSS,True,49,127
ENSG00000203880.11,chr20,64255697,64255870,TSS,True,35,101
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,48,211
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,83,291
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,106,234
ENSG00000131051.22,chr20,35739017,35740524,IR,False,77,118
ENSG00000131051.22,chr20,35739017,35740823,ES,False,118,195
ENSG00000131051.22,chr20,35739017,35740823,3AS,True,118,152
ENSG00000131051.22,chr20,35740597,35740823,IR,False,111,124
ENSG00000062598.17,chr20,46406547,46406636,TSS,True,13,124
ENSG00000197586.12,chr20,25195867,25207075,ES,False,57,101
ENSG00000197586.12,chr20,25195867,25209848,ES,False,24,165
ENSG00000197586.12,chr20,25218614,25222837,ES,False,22,135
ENSG00000197586.12,chr20,25221333,25222837,IR,True,112,158
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,156,197
ENSG00000197586.12,chr20,25195669,25195867,TSS,True,55,221
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,60,331
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,99,294
ENSG00000064601.18,chr20,45898044,45898109,TSS,True,243,290
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,176,216
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,48,212
ENSG00000125826.20,chr20,408028,408779,TSS,True,64,275
ENSG00000125826.20,chr20,410411,410764,PAS,False,190,215
ENSG00000125826.20,chr20,430349,432139,PAS,True,29,270
ENSG00000125872.7,chr20,6053829,6054034,TSS,False,28,111
ENSG00000244274.7,chr20,45406313,45406732,TSS,True,20,129
ENSG00000196562.14,chr20,47785342,47785989,TSS,False,24,129
ENSG00000060491.16,chr20,62804789,62805030,TSS,True,56,238
ENSG00000101224.17,chr20,3795844,3796731,TSS,True,135,162
ENSG00000101224.17,chr20,3801395,3802100,TSS,True,141,162
ENSG00000087460.24,chr20,58895684,58903530,ES,False,320,756
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,320,1044
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,437,498
ENSG00000166913.12,chr20,44885886,44901530,ES,False,386,437
ENSG00000101150.17,chr20,63873816,63882718,ES,False,25,186
ENSG00000101150.17,chr20,63865205,63865384,TSS,True,21,203
ENSG00000215305.9,chr20,2862710,2862806,IR,False,81,116
