gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_total_cov
ENSG00000172296.12,chr20,13008926,13009384,TSS,True,52,127
ENSG00000172296.12,chr20,13008929,13009072,TSS,True,92,127
ENSG00000172296.12,chr20,13164753,13166765,PAS,False,41,121
ENSG00000101115.12,chr20,51789141,51791332,5AS,False,29,102
ENSG00000101115.12,chr20,51790021,51792353,TSS,True,77,110
ENSG00000101115.12,chr20,51802278,51802574,TSS,True,54,110
ENSG00000101193.7,chr20,62938108,62938253,TSS,True,52,128
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,144,325
ENSG00000131051.22,chr20,35739017,35740823,ES,False,208,310
ENSG00000131051.22,chr20,35740597,35740823,IR,False,113,126
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,60,396
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,64,397
ENSG00000101361.16,chr20,2656034,2656400,5AS,False,263,310
ENSG00000101361.16,chr20,2656034,2656400,IR,False,263,315
ENSG00000101361.16,chr20,2656214,2656400,IR,False,49,101
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,159,374
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,247,374
ENSG00000088970.15,chr20,21246478,21246623,PAS,True,33,103
ENSG00000088970.15,chr20,21205490,21205676,PAS,True,90,103
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,30,182
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,153,183
ENSG00000101343.14,chr20,20052291,20052476,TSS,False,13,101
ENSG00000087460.24,chr20,58895684,58903530,ES,False,15,124
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,119,135
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,157,228
ENSG00000087460.24,chr20,58891995,58892209,TSS,True,191,228
ENSG00000087460.24,chr20,58893494,58895684,TSS,True,198,228
ENSG00000101150.17,chr20,63873816,63882718,ES,False,36,110
ENSG00000101150.17,chr20,63865205,63865384,TSS,True,14,125
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,32,115
ENSG00000131043.11,chr20,36236467,36236782,TSS,True,102,115
ENSG00000131043.11,chr20,36255577,36257527,PAS,False,12,113
ENSG00000078747.14,chr20,34369470,34393790,3AS,False,85,101
ENSG00000078747.14,chr20,34363249,34363349,TSS,True,13,118
ENSG00000078747.14,chr20,34507694,34510508,PAS,True,49,118
ENSG00000078747.14,chr20,34481065,34481569,PAS,True,104,116
ENSG00000101384.12,chr20,10645142,10645256,TSS,True,106,156
ENSG00000101384.12,chr20,10645355,10645459,TSS,True,138,156
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,24,125
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,105,125
ENSG00000101138.11,chr20,56392713,56395520,5AS,False,103,115
ENSG00000101138.11,chr20,56392363,56392538,TSS,True,124,146
ENSG00000101138.11,chr20,56392378,56392713,TSS,True,42,146
ENSG00000101158.13,chr20,58993764,58994109,IR,False,229,267
ENSG00000101158.13,chr20,58994641,58995133,PAS,True,41,313
ENSG00000124207.16,chr20,49046281,49046423,TSS,True,44,246
ENSG00000124207.16,chr20,49096348,49097075,PAS,False,25,245
ENSG00000087586.17,chr20,56391942,56392215,TSS,True,88,103
ENSG00000087586.17,chr20,56392153,56392250,TSS,True,70,103
ENSG00000087586.17,chr20,56392167,56392427,TSS,True,53,103
ENSG00000101052.12,chr20,43591029,43594692,5AS,False,58,163
ENSG00000101052.12,chr20,43613976,43618939,ES,False,151,170
ENSG00000101052.12,chr20,43590924,43591029,TSS,False,114,172
ENSG00000101052.12,chr20,43590915,43591054,TSS,True,67,172
ENSG00000101444.12,chr20,34303242,34303390,TSS,True,57,431
ENSG00000132646.10,chr20,5119577,5120011,TSS,True,28,187
ENSG00000259974.2,chr20,22559411,22561095,PAS,True,266,307
ENSG00000259974.2,chr20,22560552,22565116,PAS,True,62,169
ENSG00000259974.2,chr20,22578509,22578594,TSS,False,140,307
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,93,134
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,60,134
ENSG00000244687.11,chr20,50084254,50113106,ES,False,13,117
ENSG00000204070.9,chr20,45363135,45363315,TSS,True,43,119
ENSG00000204070.9,chr20,45363478,45363693,TSS,True,88,119
ENSG00000025293.16,chr20,35771951,35772079,TSS,True,18,110
ENSG00000168036.17,chr3,41239354,41239659,IR,False,47,210
ENSG00000168036.17,chr3,41239354,41239818,3AS,False,94,149
ENSG00000168036.17,chr3,41239354,41239818,IR,False,94,257
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,59,350
ENSG00000168036.17,chr3,41239659,41240446,PAS,True,303,350
ENSG00000168036.17,chr3,41239133,41240445,PAS,True,187,349
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,256,350
ENSG00000173226.16,chr3,121781874,121790072,ES,True,15,146
ENSG00000173226.16,chr3,121826180,121828860,ES,False,31,156
ENSG00000173890.16,chr3,170038215,170038914,5AS,False,132,151
ENSG00000173890.16,chr3,170037933,170038215,TSS,False,36,168
ENSG00000173890.16,chr3,170038197,170038470,TSS,True,150,168
ENSG00000163660.11,chr3,157153156,157158865,ES,False,61,121
ENSG00000163660.11,chr3,157147552,157148589,PAS,True,79,141
ENSG00000163660.11,chr3,157147795,157149977,PAS,False,125,141
ENSG00000163660.11,chr3,157150013,157150169,PAS,True,125,141
ENSG00000163660.11,chr3,157150488,157151930,PAS,True,118,138
ENSG00000047849.21,chr3,47876120,47877523,PAS,True,115,128
ENSG00000047849.21,chr3,47915530,47917174,PAS,False,23,128
ENSG00000047849.21,chr3,48088772,48089274,TSS,True,28,153
ENSG00000163714.17,chr3,143001324,143001673,TSS,True,37,101
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,245,481
ENSG00000188846.13,chr3,40457330,40457991,TSS,True,255,481
ENSG00000076242.14,chr3,36993297,36993663,TSS,True,110,326
ENSG00000076242.14,chr3,36993319,36993890,TSS,True,238,326
ENSG00000184432.9,chr3,139353949,139357958,PAS,True,255,1313
ENSG00000114796.15,chr3,183635609,183635793,TSS,True,45,153
ENSG00000114796.15,chr3,183635614,183635747,TSS,True,124,153
ENSG00000114796.15,chr3,183679085,183684519,PAS,True,19,149
ENSG00000163918.10,chr3,186790064,186790141,IR,False,87,130
ENSG00000163918.10,chr3,186790255,186790325,IR,False,86,132
ENSG00000163918.10,chr3,186804724,186806424,5AS,False,38,135
ENSG00000163918.10,chr3,186789891,186790064,PAS,True,48,136
ENSG00000163918.10,chr3,186789891,186790406,PAS,True,107,136
ENSG00000163918.10,chr3,186806424,186806482,TSS,True,98,136
ENSG00000163918.10,chr3,186806289,186806495,TSS,True,40,136
ENSG00000068745.14,chr3,48695418,48717156,3AS,False,82,246
ENSG00000068745.14,chr3,48717156,48717303,TSS,False,32,282
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,133,433
ENSG00000241553.12,chr3,9792529,9793124,TSS,False,22,153
ENSG00000129055.12,chr3,134485319,134486001,TSS,True,90,150
ENSG00000129055.12,chr3,134485951,134485989,TSS,False,69,150
ENSG00000144824.20,chr3,111920419,111939474,ES,False,66,143
ENSG00000144824.20,chr3,111732414,111732703,TSS,False,27,230
ENSG00000144824.20,chr3,111940534,111941806,PAS,True,128,223
ENSG00000144824.20,chr3,111919071,111919168,PAS,True,157,222
ENSG00000168827.14,chr3,158691335,158692575,PAS,True,15,128
ENSG00000181789.14,chr3,129249575,129249746,TSS,True,35,296
ENSG00000114439.18,chr3,107522958,107523107,TSS,True,21,144
ENSG00000068885.14,chr3,160384646,160399145,ES,False,95,107
ENSG00000068885.14,chr3,160256985,160258635,PAS,True,24,145
ENSG00000068885.14,chr3,160399145,160399532,TSS,True,32,145
ENSG00000070087.14,chr3,149966264,149968357,3AS,False,272,449
ENSG00000070087.14,chr3,149964901,149966264,PAS,True,178,449
ENSG00000070087.14,chr3,149964900,149966586,PAS,True,272,449
ENSG00000188313.12,chr3,146533550,146544466,ES,False,25,208
ENSG00000188313.12,chr3,146515177,146516101,PAS,True,24,217
ENSG00000172053.17,chr3,49104616,49104815,TSS,True,115,1014
ENSG00000113924.11,chr3,120628168,120628529,PAS,True,14,110
ENSG00000179152.19,chr3,44338101,44338319,TSS,True,83,130
ENSG00000179152.19,chr3,44338444,44338834,TSS,True,51,130
ENSG00000179152.19,chr3,44407441,44409449,PAS,True,76,129
ENSG00000179152.19,chr3,44358216,44359796,PAS,True,72,127
ENSG00000144747.16,chr3,69044595,69047357,5AS,False,212,241
ENSG00000144747.16,chr3,69038890,69039009,PAS,True,167,250
ENSG00000144747.16,chr3,69039548,69039693,PAS,True,212,250
ENSG00000144747.16,chr3,69043189,69043876,PAS,False,208,250
ENSG00000144747.16,chr3,69042057,69042912,PAS,True,204,250
ENSG00000114126.17,chr3,142149182,142149553,TSS,True,58,100
ENSG00000114126.17,chr3,142028578,142028646,TSS,True,56,100
ENSG00000113851.14,chr3,3154075,3154746,IR,False,170,194
ENSG00000113851.14,chr3,3147622,3151045,PAS,True,24,207
ENSG00000114503.10,chr3,196942425,196942560,TSS,True,69,511
ENSG00000173230.15,chr3,121719750,121722261,3AS,True,35,143
ENSG00000173230.15,chr3,121719753,121722261,3AS,False,29,108
ENSG00000173230.15,chr3,121730017,121730875,5AS,False,124,143
ENSG00000173230.15,chr3,121749631,121749856,TSS,True,61,192
ENSG00000066405.12,chr3,138010074,138010445,TSS,True,97,108
ENSG00000066405.12,chr3,137998739,137999088,TSS,False,13,108
ENSG00000177646.18,chr3,128879841,128884652,5AS,False,86,109
ENSG00000177646.18,chr3,128879491,128880017,TSS,True,111,134
ENSG00000177646.18,chr3,128879585,128879841,TSS,True,42,134
ENSG00000113810.15,chr3,160399287,160399749,TSS,True,18,144
ENSG00000113810.15,chr3,160416250,160416403,PAS,True,108,133
ENSG00000113810.15,chr3,160413472,160414478,PAS,True,91,133
ENSG00000113810.15,chr3,160412325,160412421,PAS,True,108,133
ENSG00000113810.15,chr3,160414366,160414517,PAS,True,102,133
ENSG00000114107.8,chr3,138571356,138591853,ES,False,25,217
ENSG00000114107.8,chr3,138572932,138591853,3AS,False,103,185
ENSG00000114107.8,chr3,138494340,138495076,PAS,True,72,227
ENSG00000114107.8,chr3,138533767,138537347,PAS,True,194,224
ENSG00000114107.8,chr3,138594197,138594404,TSS,True,46,227
ENSG00000114107.8,chr3,138591853,138592437,TSS,True,203,227
ENSG00000114354.13,chr3,100736704,100744832,5AS,False,140,560
ENSG00000114354.13,chr3,100709280,100709431,TSS,True,508,581
ENSG00000114354.13,chr3,100709362,100709721,TSS,False,98,581
ENSG00000144895.11,chr3,150583845,150584860,PAS,True,134,372
ENSG00000144895.11,chr3,150581617,150581988,PAS,True,295,372
ENSG00000144895.11,chr3,150583199,150583265,PAS,True,333,372
ENSG00000114446.4,chr3,108160813,108162655,PAS,False,61,270
ENSG00000114446.4,chr3,108163674,108163729,PAS,True,241,270
ENSG00000198836.9,chr3,193617285,193618868,ES,False,91,104
ENSG00000198836.9,chr3,193618936,193631611,ES,False,68,109
ENSG00000198836.9,chr3,193694605,193697811,PAS,True,38,115
ENSG00000181061.13,chr3,42804435,42804526,TSS,True,36,346
ENSG00000163608.14,chr3,113014032,113019541,ES,False,51,102
ENSG00000122068.12,chr3,197749424,197750074,TSS,True,22,183
ENSG00000163728.10,chr3,180607765,180608700,IR,False,66,103
ENSG00000163728.10,chr3,180608700,180610979,PAS,True,68,122
ENSG00000163728.10,chr3,180609629,180611544,PAS,True,105,123
ENSG00000163728.10,chr3,180607647,180610979,PAS,True,86,122
ENSG00000114030.12,chr3,122514756,122514948,TSS,True,30,203
ENSG00000163507.13,chr3,108553647,108553730,PAS,True,101,146
ENSG00000163507.13,chr3,108554368,108554489,PAS,True,75,146
ENSG00000170248.14,chr3,33866350,33869703,PAS,True,50,158
ENSG00000170248.14,chr3,33853878,33856467,PAS,True,135,157
ENSG00000170266.15,chr3,33097010,33097408,TSS,True,131,590
ENSG00000170266.15,chr3,33072543,33072715,TSS,True,519,590
ENSG00000093183.13,chr3,42547964,42548657,PAS,True,73,124
ENSG00000093183.13,chr3,42547968,42553448,PAS,True,53,114
ENSG00000093183.13,chr3,42581845,42582008,TSS,True,17,124
ENSG00000177479.19,chr3,48922811,48927461,ES,False,111,178
ENSG00000177479.19,chr3,48927813,48961611,ES,False,154,191
ENSG00000177479.19,chr3,48918211,48918998,TSS,True,32,249
ENSG00000177479.19,chr3,48983198,48985541,PAS,True,25,242
ENSG00000163931.15,chr3,53225638,53225931,PAS,True,23,206
ENSG00000169251.12,chr3,161221331,161221993,5AS,False,67,252
ENSG00000169251.12,chr3,161221265,161221331,TSS,False,201,268
ENSG00000169251.12,chr3,161221287,161221409,TSS,True,82,268
ENSG00000145020.15,chr3,49419151,49419259,IR,False,90,102
ENSG00000145020.15,chr3,49419788,49420210,IR,False,86,103
ENSG00000163902.11,chr3,128650539,128650896,TSS,True,166,468
ENSG00000163902.11,chr3,128637798,128638104,TSS,True,378,468
ENSG00000163902.11,chr3,128644918,128644985,TSS,True,408,468
ENSG00000060971.17,chr3,38125881,38126509,ES,False,12,108
ENSG00000060971.17,chr3,38126341,38126509,IR,False,86,105
ENSG00000060971.17,chr3,38129388,38131925,ES,False,24,125
ENSG00000163947.11,chr3,56727416,56729622,PAS,True,18,134
ENSG00000163947.11,chr3,56801702,56801952,TSS,True,33,141
ENSG00000114098.17,chr3,138187599,138188454,3AS,False,126,169
ENSG00000114098.17,chr3,138187599,138221925,ME,False,84,148
ENSG00000114098.17,chr3,138187599,138221925,ME,False,84,148
ENSG00000114098.17,chr3,138187599,138209816,ES,False,84,188
ENSG00000114098.17,chr3,138187599,138221925,ME,False,84,148
ENSG00000114098.17,chr3,138187599,138221925,ES,False,33,285
ENSG00000114098.17,chr3,138188530,138221925,ES,False,64,169
ENSG00000114098.17,chr3,138295858,138298389,PAS,True,65,301
ENSG00000114098.17,chr3,138245087,138249804,PAS,True,241,299
ENSG00000182973.18,chr3,32773456,32773888,PAS,True,20,121
ENSG00000154813.9,chr3,16260829,16264768,ES,False,30,109
ENSG00000114742.13,chr3,39094647,39096671,PAS,True,120,267
ENSG00000114742.13,chr3,39093873,39096662,PAS,True,234,267
ENSG00000114742.13,chr3,39091624,39091693,PAS,False,234,267
ENSG00000114770.16,chr3,183984894,183985303,IR,False,72,100
ENSG00000114770.16,chr3,183984894,183987769,ES,False,37,109
ENSG00000114770.16,chr3,183983751,183984894,PAS,False,65,175
ENSG00000114770.16,chr3,184017829,184018324,TSS,True,42,201
ENSG00000163938.16,chr3,52690704,52690944,IR,False,359,399
ENSG00000163938.16,chr3,52685651,52686105,TSS,True,55,415
ENSG00000163938.16,chr3,52694192,52696162,PAS,True,102,414
ENSG00000163938.16,chr3,52693631,52694497,PAS,False,322,413
ENSG00000114573.9,chr3,113746803,113747113,TSS,False,18,175
ENSG00000091972.18,chr3,112332861,112333224,TSS,True,24,105
ENSG00000064225.12,chr3,98770956,98772812,ES,False,86,104
ENSG00000064225.12,chr3,98732226,98732532,TSS,True,23,110
ENSG00000152952.11,chr3,146076895,146079115,ES,False,83,103
ENSG00000152952.11,chr3,146069376,146070872,PAS,True,16,155
ENSG00000152952.11,chr3,146160880,146161602,TSS,True,40,155
ENSG00000152952.11,chr3,146071041,146071166,TSS,True,116,139
ENSG00000114316.12,chr3,49278451,49280743,ES,False,18,105
ENSG00000114316.12,chr3,49310737,49324701,ES,False,24,107
ENSG00000114316.12,chr3,49275519,49278451,PAS,True,16,122
ENSG00000153558.15,chr3,33297725,33358966,ES,False,88,100
ENSG00000232112.3,chr3,48440256,48440312,TSS,False,18,118
ENSG00000232112.3,chr3,48440286,48440458,TSS,True,101,118
ENSG00000175193.13,chr3,183840640,183844230,ES,False,15,104
ENSG00000179021.9,chr3,88153471,88156023,3AS,True,31,193
ENSG00000179021.9,chr3,88156023,88157963,PAS,True,172,203
ENSG00000179021.9,chr3,88156020,88157962,PAS,True,41,203
ENSG00000169714.16,chr3,129171277,129171445,3AS,False,1091,1418
ENSG00000169714.16,chr3,129171538,129171654,5AS,False,676,1368
ENSG00000196776.15,chr3,108047292,108051938,ES,False,28,107
ENSG00000196776.15,chr3,108043298,108047292,PAS,True,27,141
ENSG00000196776.15,chr3,108090862,108091068,TSS,True,20,154
ENSG00000198919.12,chr3,108589839,108605334,5AS,True,180,201
ENSG00000198919.12,chr3,108589490,108589839,TSS,True,40,223
ENSG00000198919.12,chr3,108647942,108648933,PAS,False,34,218
ENSG00000003756.16,chr3,50100051,50100531,IR,False,206,320
ENSG00000003756.16,chr3,50100051,50103082,ES,False,123,321
ENSG00000003756.16,chr3,50118330,50118965,PAS,True,201,487
ENSG00000003756.16,chr3,50099981,50102420,PAS,True,349,461
ENSG00000121578.12,chr3,119216344,119218711,5AS,False,51,346
ENSG00000121578.12,chr3,119230244,119236852,ES,False,281,344
ENSG00000176142.12,chr3,119463335,119463647,TSS,True,38,182
ENSG00000176142.12,chr3,119437754,119437877,TSS,True,157,176
ENSG00000114416.17,chr3,180962940,180963027,IR,False,194,260
ENSG00000114416.17,chr3,180970358,180976121,ES,False,158,258
ENSG00000163808.16,chr3,44826038,44826435,PAS,True,56,161
ENSG00000156976.16,chr3,186783639,186784431,3AS,False,2086,2843
ENSG00000156976.16,chr3,186784696,186785882,ES,False,473,2858
ENSG00000156976.16,chr3,186787882,186788309,IR,False,300,412
ENSG00000156976.16,chr3,186788416,186789124,5AS,False,108,265
ENSG00000156976.16,chr3,186788416,186789124,IR,False,108,255
ENSG00000156976.16,chr3,186788420,186789124,IR,False,157,304
ENSG00000144674.16,chr3,37251484,37281957,ES,False,42,260
ENSG00000144674.16,chr3,37282272,37289234,ES,False,54,265
ENSG00000144674.16,chr3,37302184,37302581,PAS,True,197,270
ENSG00000144674.16,chr3,37323587,37324777,PAS,True,198,273
ENSG00000144674.16,chr3,37315419,37315524,PAS,False,163,272
ENSG00000131373.14,chr3,15582989,15586524,ES,True,18,154
ENSG00000131373.14,chr3,15560111,15560897,PAS,True,32,184
ENSG00000144554.10,chr3,10026473,10028624,5AS,False,111,138
ENSG00000144554.10,chr3,10026366,10026473,TSS,False,38,149
ENSG00000144554.10,chr3,10026422,10026626,TSS,True,121,149
ENSG00000121579.12,chr3,113724092,113745941,3AS,False,63,213
ENSG00000121579.12,chr3,113745941,113746271,TSS,True,31,245
ENSG00000036054.12,chr3,100310542,100316098,ES,False,151,224
ENSG00000036054.12,chr3,100323586,100325251,PAS,True,54,238
ENSG00000036054.12,chr3,100320776,100321829,PAS,True,209,238
ENSG00000144744.16,chr3,69056693,69056778,IR,True,198,229
ENSG00000144744.16,chr3,69077918,69080333,ES,False,69,224
ENSG00000078070.12,chr3,183086788,183094558,ES,False,23,163
ENSG00000058262.9,chr3,128052302,128052559,TSS,False,50,121
ENSG00000004534.14,chr3,50077007,50077254,PAS,True,75,104
ENSG00000004534.14,chr3,50061961,50062082,PAS,True,61,104
ENSG00000136518.16,chr3,179562973,179569823,5AS,False,101,573
ENSG00000136518.16,chr3,179562906,179563117,TSS,True,112,583
ENSG00000136518.16,chr3,179562917,179562973,TSS,True,482,583
ENSG00000174748.20,chr3,23917129,23917173,TSS,False,422,4080
ENSG00000136527.17,chr3,185937824,185938055,TSS,True,34,141
ENSG00000136527.17,chr3,185926600,185931389,TSS,True,120,137
ENSG00000157020.17,chr3,10318094,10321049,5AS,False,146,164
ENSG00000157020.17,chr3,10321049,10321188,TSS,True,27,177
ENSG00000072756.16,chr3,3126990,3129013,5AS,False,89,101
ENSG00000072756.16,chr3,3126916,3126990,TSS,False,21,111
ENSG00000072756.16,chr3,3147905,3153432,PAS,True,20,111
ENSG00000041802.10,chr3,194640786,194642247,PAS,True,143,210
ENSG00000041802.10,chr3,194644574,194644746,PAS,False,75,210
ENSG00000169814.13,chr3,15601698,15601770,TSS,False,62,104
ENSG00000169814.13,chr3,15601736,15601894,TSS,True,47,104
ENSG00000071794.15,chr3,149030061,149032372,PAS,True,68,105
ENSG00000071794.15,chr3,149046134,149046259,PAS,True,88,104
ENSG00000071794.15,chr3,149059081,149059807,PAS,True,92,103
ENSG00000071794.15,chr3,149086316,149086573,TSS,True,11,106
ENSG00000114857.17,chr3,42619708,42621428,ES,False,62,103
ENSG00000114857.17,chr3,42621516,42630545,ES,False,69,109
ENSG00000114857.17,chr3,42600615,42600778,TSS,False,34,153
ENSG00000114857.17,chr3,42636867,42638815,PAS,True,30,140
ENSG00000114857.17,chr3,42627199,42629873,PAS,True,116,134
ENSG00000151092.16,chr3,25719635,25729132,ES,False,37,218
ENSG00000151092.16,chr3,25733982,25737333,ME,False,22,201
ENSG00000085276.17,chr3,169102226,169112786,ES,False,84,127
ENSG00000085276.17,chr3,169115767,169121055,3AS,False,36,123
ENSG00000085276.17,chr3,169121209,169122579,3AS,False,156,257
ENSG00000085276.17,chr3,169083494,169085043,PAS,True,202,317
ENSG00000085276.17,chr3,169114215,169116739,PAS,True,149,289
ENSG00000085276.17,chr3,169146722,169147776,TSS,False,145,319
ENSG00000085276.17,chr3,169146476,169147471,TSS,True,283,319
ENSG00000175166.16,chr3,184299151,184299401,TSS,False,71,192
ENSG00000175166.16,chr3,184308707,184309055,PAS,False,21,192
ENSG00000272886.5,chr3,53283422,53287660,PAS,True,19,147
ENSG00000183833.16,chr3,119703222,119707403,ES,False,13,121
ENSG00000183833.16,chr3,119702992,119703222,TSS,True,22,147
ENSG00000183833.16,chr3,119765051,119767102,PAS,True,18,146
ENSG00000182899.16,chr3,197950181,197950221,TSS,True,56,445
PB_novel_51499,SIRV5,2315,3298,5AS,True,119,158
PB_novel_51499,SIRV5,6452,6826,ES,True,89,160
PB_novel_51499,SIRV5,8016,8277,IR,True,84,164
PB_novel_51499,SIRV5,10858,10993,PAS,True,40,165
PB_novel_51499,SIRV5,11133,11867,PAS,True,129,165
PB_novel_51509,SIRV7,147608,147956,TSS,True,11,108
