gene,chr,start,end,splice_type,novel,lower_lobe_of_right_lung_ENCFF767KXS_in_cov,lower_lobe_of_right_lung_ENCFF767KXS_total_cov
ENSG00000125826.20,chr20,430349,432139,PAS,True,54,248
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,91,105
ENSG00000101365.20,chr20,2664152,2664219,TSS,True,19,105
ENSG00000244274.7,chr20,45406313,45406732,TSS,True,17,137
ENSG00000198183.11,chr20,33242561,33243161,3AS,False,42,102
ENSG00000198183.11,chr20,33243161,33243308,PAS,True,62,104
ENSG00000198183.11,chr20,33243122,33243305,PAS,True,80,103
ENSG00000198183.11,chr20,33243106,33243306,PAS,True,66,103
ENSG00000101220.17,chr20,3767662,3767787,TSS,True,17,113
ENSG00000271303.1,chr20,652975,653199,TSS,False,27,258
ENSG00000060491.16,chr20,62804789,62805030,TSS,True,73,220
ENSG00000101224.17,chr20,3795844,3796731,TSS,True,89,100
ENSG00000087460.24,chr20,58895684,58903530,ES,False,408,801
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,408,1211
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,226,1748
ENSG00000166913.12,chr20,44885886,44901530,ES,False,353,422
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,139,561
ENSG00000101150.17,chr20,63873816,63882718,ES,False,16,108
ENSG00000101150.17,chr20,63865205,63865384,TSS,True,22,130
ENSG00000215305.9,chr20,2840239,2840827,TSS,True,15,103
ENSG00000215440.11,chr20,58712579,58713419,IR,False,190,214
ENSG00000215440.11,chr20,58713543,58713916,IR,False,182,215
ENSG00000215440.11,chr20,58692123,58693050,TSS,False,44,256
ENSG00000215440.11,chr20,58715167,58715844,PAS,True,32,237
ENSG00000101347.9,chr20,36951435,36951779,TSS,True,115,150
ENSG00000171552.12,chr20,31722617,31723528,TSS,True,58,126
ENSG00000198276.15,chr20,63941109,63941581,TSS,True,111,213
ENSG00000198276.15,chr20,63940149,63940245,TSS,True,187,213
ENSG00000198276.15,chr20,63956259,63956477,TSS,True,165,214
ENSG00000132670.20,chr20,2923285,2964271,ES,True,48,154
ENSG00000132670.20,chr20,2965202,2986764,ES,False,130,159
ENSG00000132670.20,chr20,2873455,2873760,TSS,True,30,199
ENSG00000132670.20,chr20,3038058,3041464,PAS,True,26,197
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,24,113
ENSG00000101336.13,chr20,32073361,32073718,3AS,False,43,204
ENSG00000101336.13,chr20,32052178,32052486,TSS,True,49,245
ENSG00000101182.14,chr20,62139074,62139185,TSS,True,424,1097
ENSG00000101182.14,chr20,62143207,62143457,TSS,True,708,1097
ENSG00000101335.9,chr20,36541417,36541561,TSS,True,49,103
ENSG00000101384.12,chr20,10644862,10644983,TSS,True,130,174
ENSG00000101384.12,chr20,10645142,10645256,TSS,True,92,174
ENSG00000101384.12,chr20,10645355,10645459,TSS,True,164,185
ENSG00000172264.17,chr20,15196824,15230063,TSS,True,100,129
ENSG00000132622.10,chr20,3732561,3732794,TSS,True,125,211
ENSG00000132622.10,chr20,3742286,3742408,TSS,True,189,211
ENSG00000132622.10,chr20,3744899,3745088,TSS,True,171,211
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,33,124
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,103,124
ENSG00000198171.12,chr20,3204536,3204692,TSS,False,31,252
ENSG00000100979.14,chr20,45912078,45912208,TSS,True,45,162
ENSG00000101199.12,chr20,63272778,63272920,TSS,True,62,118
ENSG00000125995.15,chr20,35699387,35699451,TSS,False,91,119
ENSG00000125995.15,chr20,35699383,35699456,TSS,True,76,119
ENSG00000125995.15,chr20,35699630,35699763,TSS,True,105,119
ENSG00000101158.13,chr20,58981207,58981369,TSS,True,31,124
ENSG00000101158.13,chr20,58994641,58995133,PAS,True,23,121
ENSG00000101152.10,chr20,63928332,63928452,TSS,True,93,143
ENSG00000100997.18,chr20,25294740,25295030,PAS,False,286,330
ENSG00000100997.18,chr20,25300197,25300884,PAS,True,66,297
ENSG00000100997.18,chr20,25390512,25390909,TSS,True,57,330
ENSG00000124155.17,chr20,45416099,45416343,TSS,True,26,100
ENSG00000125970.11,chr20,34073635,34075873,ES,False,60,272
ENSG00000125970.11,chr20,33993621,33994131,TSS,True,51,303
ENSG00000101474.11,chr20,24992593,24992782,TSS,True,40,236
ENSG00000125968.8,chr20,31605285,31605813,TSS,False,73,117
ENSG00000203883.6,chr20,64049158,64049639,TSS,False,53,107
ENSG00000124214.19,chr20,49124587,49135832,3AS,False,95,111
ENSG00000124214.19,chr20,49117776,49117963,TSS,True,133,153
ENSG00000124214.19,chr20,49188115,49188417,TSS,False,77,158
ENSG00000124214.19,chr20,49153932,49154076,TSS,False,136,158
ENSG00000131069.19,chr20,34876462,34876823,TSS,True,56,160
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,36,215
ENSG00000244687.11,chr20,50113106,50113174,TSS,True,29,142
ENSG00000204070.9,chr20,45363135,45363315,TSS,True,29,122
ENSG00000204070.9,chr20,45363478,45363693,TSS,True,108,122
ENSG00000101246.19,chr20,63700530,63700601,IR,False,99,116
ENSG00000101246.19,chr20,63698642,63700530,PAS,True,19,118
ENSG00000101246.19,chr20,63698643,63700702,PAS,True,103,118
ENSG00000101246.19,chr20,63707866,63708027,TSS,True,32,128
ENSG00000088827.12,chr20,3688619,3689599,ES,True,17,132
ENSG00000088827.12,chr20,3686969,3688619,PAS,False,45,198
ENSG00000088827.12,chr20,3690668,3691600,PAS,True,117,132
ENSG00000088827.12,chr20,3693446,3693654,TSS,True,211,245
ENSG00000101294.17,chr20,31514410,31514734,TSS,True,48,299
ENSG00000130702.15,chr20,62310311,62310418,IR,True,130,149
ENSG00000130702.15,chr20,62305431,62309475,PAS,True,56,220
ENSG00000130702.15,chr20,62312631,62313251,TSS,True,163,183
ENSG00000125835.18,chr20,2461793,2462635,3AS,False,42,125
ENSG00000125835.18,chr20,2461633,2461939,PAS,True,43,126
ENSG00000125835.18,chr20,2461633,2461793,PAS,True,93,135
ENSG00000125835.18,chr20,2470687,2470835,TSS,True,18,135
ENSG00000124145.6,chr20,45348324,45348430,TSS,False,181,218
ENSG00000082781.11,chr3,124886930,124887685,TSS,False,45,242
ENSG00000168036.17,chr3,41239354,41239818,IR,False,38,108
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,76,169
ENSG00000168036.17,chr3,41224997,41225207,TSS,True,147,169
ENSG00000168036.17,chr3,41239659,41240446,PAS,True,132,157
ENSG00000168036.17,chr3,41239133,41240445,PAS,True,87,157
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,130,169
ENSG00000145191.13,chr3,184143142,184143441,IR,False,91,104
ENSG00000173706.13,chr3,125055574,125056093,TSS,False,91,107
ENSG00000174640.13,chr3,133932695,133934830,PAS,True,26,252
ENSG00000174640.13,chr3,133935773,133935812,TSS,True,289,416
ENSG00000174640.13,chr3,134029706,134030105,TSS,True,394,442
ENSG00000214706.10,chr3,50288271,50288408,IR,False,221,246
ENSG00000214706.10,chr3,50286002,50288271,PAS,False,28,248
ENSG00000214706.10,chr3,50285972,50288504,PAS,True,223,248
ENSG00000047849.21,chr3,47852938,47853162,3AS,False,23,145
ENSG00000047849.21,chr3,47850688,47853039,PAS,True,43,165
ENSG00000047849.21,chr3,47850681,47852938,PAS,True,142,165
ENSG00000047849.21,chr3,47853162,47853298,TSS,True,232,338
ENSG00000114850.6,chr3,156554956,156555161,TSS,True,60,233
ENSG00000114353.16,chr3,50236157,50236453,TSS,True,122,645
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,201,264
ENSG00000188846.13,chr3,40457330,40457991,TSS,True,97,264
ENSG00000078081.7,chr3,183162606,183162761,TSS,True,158,388
ENSG00000078081.7,chr3,183152374,183152504,TSS,True,330,383
ENSG00000078081.7,chr3,183153681,183154231,TSS,True,341,383
ENSG00000162244.11,chr3,51995856,51995952,TSS,False,75,270
ENSG00000162244.11,chr3,51995424,51995470,TSS,True,228,270
ENSG00000163719.19,chr3,9689082,9701789,ES,False,29,164
ENSG00000163719.19,chr3,9690143,9701789,ES,False,54,130
ENSG00000163719.19,chr3,9648702,9649742,TSS,True,19,173
ENSG00000184432.9,chr3,139353949,139357958,PAS,True,18,175
ENSG00000184432.9,chr3,139389547,139389680,TSS,True,32,176
ENSG00000170275.14,chr3,33113963,33114548,TSS,True,75,355
ENSG00000170017.12,chr3,105366511,105367481,TSS,True,33,105
ENSG00000170017.12,chr3,105574476,105576907,PAS,True,19,102
ENSG00000114796.15,chr3,183635609,183635793,TSS,True,41,102
ENSG00000114796.15,chr3,183635614,183635747,TSS,True,88,102
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,60,251
ENSG00000163512.13,chr3,28322344,28324454,PAS,True,13,113
ENSG00000163512.13,chr3,28348600,28349142,TSS,True,24,115
ENSG00000163512.13,chr3,28347584,28347654,TSS,True,96,115
ENSG00000241553.12,chr3,9792529,9793124,TSS,False,67,196
ENSG00000144655.14,chr3,39153437,39153591,TSS,False,39,184
ENSG00000178035.11,chr3,49024404,49024494,IR,False,122,166
ENSG00000178035.11,chr3,49024578,49024658,IR,False,121,165
ENSG00000178035.11,chr3,49024802,49024895,IR,False,120,164
ENSG00000178035.11,chr3,49025040,49025125,IR,True,116,160
ENSG00000178035.11,chr3,49025269,49026323,IR,True,112,156
ENSG00000178035.11,chr3,49026419,49026518,IR,True,114,158
ENSG00000178035.11,chr3,49024324,49024404,PAS,False,45,168
ENSG00000178035.11,chr3,49029252,49029461,TSS,True,68,168
ENSG00000164088.17,chr3,52249322,52249669,IR,False,92,103
ENSG00000164088.17,chr3,52245738,52246048,TSS,True,32,113
ENSG00000164088.17,chr3,52249669,52250616,PAS,False,14,106
ENSG00000168309.17,chr3,58577308,58577394,TSS,True,98,164
ENSG00000181789.14,chr3,129249575,129249746,TSS,True,59,359
ENSG00000010322.15,chr3,52455494,52455734,TSS,True,98,117
ENSG00000010322.15,chr3,52491871,52493078,PAS,True,31,103
ENSG00000144681.10,chr3,36546190,36548007,PAS,True,31,155
ENSG00000144681.10,chr3,36454268,36454769,PAS,True,131,150
ENSG00000017260.19,chr3,130894337,130930415,ES,False,49,121
ENSG00000017260.19,chr3,130893964,130894337,TSS,True,51,172
ENSG00000017260.19,chr3,131001219,131003154,PAS,True,33,169
ENSG00000017260.19,chr3,131016151,131016759,PAS,True,147,171
ENSG00000065534.18,chr3,123618767,123620206,3AS,False,17,161
ENSG00000065534.18,chr3,123692282,123692402,TSS,False,130,194
ENSG00000065534.18,chr3,123620206,123620545,TSS,True,162,181
ENSG00000065534.18,chr3,123700019,123701257,TSS,True,152,194
ENSG00000163812.13,chr3,44975932,44976194,TSS,True,49,129
ENSG00000114650.19,chr3,47413682,47414099,PAS,True,14,126
ENSG00000114650.19,chr3,47475798,47476031,TSS,True,80,131
ENSG00000114650.19,chr3,47417303,47417794,TSS,True,112,125
ENSG00000233276.4,chr3,49358026,49358325,TSS,True,225,918
ENSG00000164062.12,chr3,49673964,49674413,TSS,True,34,148
ENSG00000172053.17,chr3,49104616,49104815,TSS,True,53,160
ENSG00000114867.20,chr3,184314489,184314674,TSS,True,140,187
ENSG00000114867.20,chr3,184323173,184323593,TSS,True,162,181
ENSG00000114867.20,chr3,184334726,184335358,PAS,True,45,172
ENSG00000114867.20,chr3,184325268,184326296,PAS,True,92,125
ENSG00000163870.15,chr3,127590409,127591092,TSS,True,37,166
ENSG00000114125.13,chr3,141738225,141738516,TSS,True,11,100
ENSG00000066405.12,chr3,138010074,138010445,TSS,True,55,216
ENSG00000080822.16,chr3,98522848,98522990,TSS,False,24,104
ENSG00000163703.17,chr3,9943172,9943380,IR,False,110,124
ENSG00000163703.17,chr3,9933787,9933852,TSS,False,93,131
ENSG00000163703.17,chr3,9933769,9933920,TSS,True,69,131
ENSG00000163703.17,chr3,9933324,9934612,TSS,True,114,131
ENSG00000163703.17,chr3,9944364,9945411,PAS,True,13,127
ENSG00000247596.8,chr3,52238991,52239180,TSS,True,21,173
ENSG00000211456.10,chr3,45689212,45689497,TSS,False,17,124
ENSG00000114354.13,chr3,100709362,100709721,TSS,False,21,112
ENSG00000181061.13,chr3,42804435,42804526,TSS,True,23,179
ENSG00000163430.11,chr3,120450896,120451339,TSS,True,61,278
ENSG00000122068.12,chr3,197749424,197750074,TSS,True,12,110
ENSG00000170248.14,chr3,33798568,33798937,TSS,True,56,155
ENSG00000170248.14,chr3,33866350,33869703,PAS,True,15,115
ENSG00000075785.12,chr3,128726135,128726359,TSS,True,71,500
ENSG00000131368.7,chr3,15065060,15065345,TSS,True,18,114
ENSG00000171148.13,chr3,9792215,9792765,TSS,True,45,134
ENSG00000171148.13,chr3,9785315,9785365,TSS,True,107,133
ENSG00000121858.10,chr3,172523252,172523478,TSS,True,31,166
ENSG00000170266.15,chr3,33097010,33097408,TSS,True,60,217
ENSG00000177479.19,chr3,48918211,48918998,TSS,True,16,141
ENSG00000177479.19,chr3,48927461,48928671,PAS,True,108,127
ENSG00000177479.19,chr3,48983198,48985541,PAS,True,32,135
ENSG00000010256.10,chr3,48609551,48609668,TSS,True,91,441
ENSG00000010256.10,chr3,48600679,48602297,TSS,True,364,428
ENSG00000067560.10,chr3,49411819,49412221,TSS,True,99,803
ENSG00000163931.15,chr3,53255835,53256068,TSS,True,207,885
ENSG00000114812.12,chr3,42530912,42531470,5AS,False,28,216
ENSG00000114812.12,chr3,42502593,42502813,TSS,True,209,336
ENSG00000114812.12,chr3,42513356,42513854,TSS,False,275,336
ENSG00000060971.17,chr3,38125881,38126161,IR,False,139,178
ENSG00000060971.17,chr3,38126341,38126509,IR,False,122,176
ENSG00000060971.17,chr3,38129388,38131925,ES,False,32,169
ENSG00000060971.17,chr3,38136864,38137291,TSS,True,27,196
ENSG00000132153.14,chr3,47802641,47803212,TSS,True,119,163
ENSG00000132153.14,chr3,47824966,47825247,TSS,False,99,158
ENSG00000132153.14,chr3,47845978,47847001,TSS,True,134,151
ENSG00000163932.13,chr3,53161428,53178403,ES,False,81,159
ENSG00000163932.13,chr3,53160859,53161428,TSS,True,105,264
ENSG00000163932.13,chr3,53168689,53168811,TSS,True,232,264
ENSG00000161202.18,chr3,184155149,184155796,TSS,True,46,112
ENSG00000016391.10,chr3,53846082,53846465,TSS,False,46,100
ENSG00000016391.10,chr3,53845821,53846458,TSS,True,84,100
ENSG00000114745.13,chr3,39107478,39107849,TSS,True,51,131
ENSG00000074416.14,chr3,127710665,127721052,ES,False,160,183
ENSG00000074416.14,chr3,127823083,127823394,TSS,False,219,361
ENSG00000074416.14,chr3,127822308,127823542,TSS,True,319,361
ENSG00000225733.5,chr3,14948012,14948411,TSS,False,129,152
ENSG00000225733.5,chr3,14947086,14947492,TSS,True,87,152
ENSG00000225733.5,chr3,14947113,14947555,TSS,True,136,152
ENSG00000010327.10,chr3,52523756,52523873,3AS,True,50,182
ENSG00000010327.10,chr3,52519123,52519404,TSS,True,177,210
ENSG00000008952.16,chr3,169982706,169982885,PAS,True,129,321
ENSG00000008952.16,chr3,169992593,169996465,PAS,True,218,326
ENSG00000163513.17,chr3,30606977,30644746,ES,False,124,150
ENSG00000163513.17,chr3,30606488,30606977,TSS,True,200,354
ENSG00000163513.17,chr3,30691419,30694251,PAS,True,25,179
ENSG00000152601.17,chr3,152268772,152269092,TSS,True,59,104
ENSG00000152601.17,chr3,152299273,152300367,TSS,True,83,102
ENSG00000152601.17,chr3,152462384,152465786,PAS,True,28,100
ENSG00000012171.19,chr3,50273646,50273758,IR,False,191,231
ENSG00000012171.19,chr3,50273828,50273915,3AS,False,127,242
ENSG00000012171.19,chr3,50264465,50267769,TSS,True,180,327
ENSG00000012171.19,chr3,50267653,50269349,TSS,True,266,327
ENSG00000172037.13,chr3,49122370,49122703,IR,True,240,284
ENSG00000172037.13,chr3,49123052,49123131,IR,False,222,260
ENSG00000172037.13,chr3,49121112,49121362,PAS,True,46,366
ENSG00000172037.13,chr3,49124700,49124926,TSS,True,296,358
ENSG00000172037.13,chr3,49132791,49133082,TSS,True,305,373
ENSG00000182606.14,chr3,42013600,42014117,TSS,False,86,109
ENSG00000182606.14,chr3,42087102,42087400,TSS,False,96,109
ENSG00000114316.12,chr3,49310737,49324701,ES,False,36,141
ENSG00000114316.12,chr3,49275519,49278451,PAS,True,18,170
ENSG00000114316.12,chr3,49339923,49340691,TSS,True,19,170
ENSG00000144677.14,chr3,37861860,37862278,TSS,True,19,102
ENSG00000232112.3,chr3,48440256,48440312,TSS,False,49,459
ENSG00000144848.10,chr3,112561456,112562287,TSS,True,18,128
ENSG00000170876.7,chr3,14124929,14125205,TSS,True,35,194
ENSG00000091527.15,chr3,133586722,133588352,3AS,False,22,113
ENSG00000091527.15,chr3,133573597,133574284,TSS,True,41,173
ENSG00000091527.15,chr3,133587895,133590261,PAS,True,123,141
ENSG00000091527.15,chr3,133587158,133590270,PAS,True,77,141
ENSG00000091527.15,chr3,133588352,133590260,PAS,False,119,141
ENSG00000091527.15,chr3,133575038,133575115,PAS,True,117,141
ENSG00000134107.4,chr3,4979426,4979798,TSS,True,52,122
ENSG00000169714.16,chr3,129171277,129171445,3AS,False,444,591
ENSG00000169714.16,chr3,129171538,129171654,5AS,False,270,586
ENSG00000196776.15,chr3,108047292,108051938,ES,False,149,222
ENSG00000196776.15,chr3,108090862,108091068,TSS,True,42,279
ENSG00000071282.11,chr3,8501799,8501980,TSS,True,19,109
ENSG00000075914.12,chr3,44976219,44976334,TSS,True,92,133
ENSG00000182179.12,chr3,49805200,49805437,PAS,True,12,108
ENSG00000182179.12,chr3,49809977,49811250,TSS,True,89,106
ENSG00000182179.12,chr3,49813731,49814031,TSS,True,68,108
ENSG00000003756.16,chr3,50088918,50089029,TSS,True,55,117
ENSG00000003756.16,chr3,50118330,50118965,PAS,True,31,105
ENSG00000178467.17,chr3,48989850,48990610,TSS,True,37,131
ENSG00000178467.17,chr3,49006686,49007247,PAS,True,13,109
ENSG00000168291.12,chr3,58433767,58433851,TSS,True,28,140
ENSG00000023330.14,chr3,52198255,52199209,ES,False,173,222
ENSG00000023330.14,chr3,52198085,52198255,TSS,True,28,272
ENSG00000156976.16,chr3,186783639,186784431,3AS,False,341,439
ENSG00000163320.10,chr3,88058814,88058978,TSS,True,53,111
ENSG00000118849.9,chr3,158710921,158713796,3AS,True,27,185
ENSG00000114902.13,chr3,52706086,52706282,TSS,False,29,179
ENSG00000068001.13,chr3,50320535,50322652,ES,False,485,544
ENSG00000068001.13,chr3,50322652,50322850,TSS,True,161,705
ENSG00000178252.17,chr3,49014116,49014209,IR,False,114,180
ENSG00000178252.17,chr3,49007308,49007531,TSS,True,111,208
ENSG00000178252.17,chr3,49011638,49014116,TSS,False,155,206
ENSG00000178252.17,chr3,49011778,49014293,TSS,False,179,205
ENSG00000163785.12,chr3,134191974,134195081,3AS,False,42,102
ENSG00000161204.11,chr3,184187443,184187663,IR,False,101,116
ENSG00000161204.11,chr3,184186004,184186280,TSS,True,17,132
ENSG00000004399.12,chr3,129555212,129556428,PAS,True,68,141
ENSG00000004399.12,chr3,129605328,129606827,TSS,False,185,222
ENSG00000114209.14,chr3,167720273,167734805,ES,False,66,107
ENSG00000161203.13,chr3,184180251,184180848,3AS,True,204,707
ENSG00000161203.13,chr3,184174815,184174959,TSS,False,77,749
ENSG00000164054.15,chr3,48504018,48504380,TSS,False,306,459
ENSG00000164054.15,chr3,48473009,48473208,TSS,True,236,454
ENSG00000068028.17,chr3,50329784,50330727,PAS,True,25,148
ENSG00000068028.17,chr3,50337172,50337522,TSS,False,106,154
ENSG00000068028.17,chr3,50340555,50340927,TSS,True,90,154
ENSG00000131370.15,chr3,15332270,15332605,TSS,True,56,256
ENSG00000078070.12,chr3,183086788,183094558,ES,False,14,104
ENSG00000058262.9,chr3,128052302,128052559,TSS,False,233,411
ENSG00000178057.14,chr3,49022768,49022877,3AS,True,30,183
ENSG00000180353.10,chr3,121660819,121660951,TSS,True,27,150
ENSG00000174748.20,chr3,23917129,23917173,TSS,False,126,771
ENSG00000169908.11,chr3,149377370,149377862,TSS,True,62,277
ENSG00000179348.11,chr3,128487710,128489034,TSS,False,165,198
ENSG00000179348.11,chr3,128485726,128486354,TSS,True,144,194
ENSG00000179348.11,chr3,128492898,128493205,TSS,True,158,198
ENSG00000157020.17,chr3,10321049,10321188,TSS,True,20,148
ENSG00000125037.12,chr3,9986506,9987130,TSS,True,20,122
ENSG00000114738.10,chr3,50617226,50617513,5AS,False,85,122
ENSG00000114738.10,chr3,50617089,50617226,TSS,False,80,166
ENSG00000114738.10,chr3,50617078,50617241,TSS,True,129,166
ENSG00000114738.10,chr3,50617156,50617784,TSS,True,147,166
ENSG00000114391.12,chr3,101686671,101686718,TSS,True,31,201
ENSG00000144810.15,chr3,99638664,99744896,ES,False,97,142
ENSG00000144810.15,chr3,99791010,99794229,3AS,True,114,132
ENSG00000144810.15,chr3,99638473,99638664,TSS,True,44,186
ENSG00000144810.15,chr3,99794229,99799215,PAS,True,29,144
ENSG00000144810.15,chr3,99794226,99799218,PAS,True,124,144
ENSG00000072274.12,chr3,196082042,196082146,TSS,False,83,249
ENSG00000114861.20,chr3,71064823,71065206,TSS,True,75,104
ENSG00000114861.20,chr3,71130497,71130750,TSS,True,89,104
ENSG00000114861.20,chr3,71583570,71584005,TSS,True,94,115
ENSG00000175166.16,chr3,184299151,184299401,TSS,False,68,479
ENSG00000132170.20,chr3,12287849,12288020,TSS,True,177,248
ENSG00000132170.20,chr3,12288048,12289134,TSS,True,125,248
ENSG00000132170.20,chr3,12351416,12351674,TSS,True,205,248
ENSG00000082996.19,chr3,149813353,149846010,ES,False,229,255
ENSG00000091986.15,chr3,112604162,112605763,PAS,True,116,142
ENSG00000091986.15,chr3,112640326,112641299,TSS,True,105,162
ENSG00000113811.10,chr3,53884416,53885561,PAS,True,23,100
ENSG00000113811.10,chr3,53886899,53886934,PAS,True,78,100
ENSG00000178038.16,chr3,46674565,46676285,TSS,True,108,125
ENSG00000178038.16,chr3,46671883,46672011,TSS,True,98,122
ENSG00000178038.16,chr3,46693642,46693731,TSS,False,109,131
ENSG00000152492.14,chr3,191329231,191329723,TSS,True,12,111
ENSG00000138496.16,chr3,122556121,122558433,5AS,False,144,170
