gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF779VVX_in_cov,lower_lobe_of_left_lung_ENCFF779VVX_total_cov
ENSG00000170017.12,chr3,105366511,105367481,TSS,True,41,116
ENSG00000170017.12,chr3,105539974,105540102,TSS,True,87,111
ENSG00000170017.12,chr3,105574476,105576907,PAS,True,67,110
ENSG00000170017.12,chr3,105547148,105547285,PAS,True,80,104
ENSG00000170017.12,chr3,105571851,105571892,PAS,True,76,110
ENSG00000114796.15,chr3,183635747,183643479,5AS,False,15,101
ENSG00000114796.15,chr3,183635609,183635793,TSS,True,41,127
ENSG00000114796.15,chr3,183635614,183635747,TSS,True,106,127
ENSG00000114796.15,chr3,183679085,183684519,PAS,True,32,120
ENSG00000114796.15,chr3,183672295,183673234,PAS,True,99,120
ENSG00000178149.16,chr3,49015707,49015818,5AS,False,31,268
ENSG00000178149.16,chr3,49016060,49016157,3AS,False,70,244
ENSG00000178149.16,chr3,49016060,49016157,IR,False,70,101
ENSG00000178149.16,chr3,49016086,49016157,IR,False,173,204
ENSG00000178149.16,chr3,49018022,49018588,TSS,True,239,275
ENSG00000178149.16,chr3,49018399,49020015,TSS,True,54,275
ENSG00000163517.14,chr3,13480134,13480349,TSS,False,50,201
ENSG00000163517.14,chr3,13480477,13481394,TSS,True,172,201
ENSG00000068745.14,chr3,48695418,48717156,3AS,False,35,144
ENSG00000068745.14,chr3,48717156,48717303,TSS,False,37,184
ENSG00000068745.14,chr3,48695089,48695424,TSS,True,158,184
ENSG00000187098.15,chr3,69949168,69951829,3AS,False,75,105
ENSG00000187098.15,chr3,69739409,69739701,TSS,True,50,111
ENSG00000187098.15,chr3,69879147,69879383,TSS,True,86,111
ENSG00000187098.15,chr3,69866225,69866346,TSS,True,95,111
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,249,594
ENSG00000114388.12,chr3,50347901,50348123,IR,False,169,191
ENSG00000114388.12,chr3,50349490,50349664,3AS,False,17,159
ENSG00000114388.12,chr3,50349494,50349664,IR,False,142,170
ENSG00000114388.12,chr3,50349828,50349930,3AS,False,27,158
ENSG00000114388.12,chr3,50349833,50349930,IR,False,131,147
ENSG00000114388.12,chr3,50350022,50350574,IR,False,172,192
ENSG00000114388.12,chr3,50350574,50351061,TSS,True,20,192
ENSG00000241553.12,chr3,9792529,9793124,TSS,False,90,618
ENSG00000181722.16,chr3,115147218,115147332,TSS,True,86,106
ENSG00000181722.16,chr3,114624876,114625034,TSS,False,90,104
ENSG00000181722.16,chr3,114380216,114380336,TSS,True,86,103
ENSG00000181722.16,chr3,114745863,114745998,TSS,True,93,104
ENSG00000144655.14,chr3,39153437,39153591,TSS,False,44,184
ENSG00000129055.12,chr3,134485319,134486001,TSS,True,145,243
ENSG00000129055.12,chr3,134485951,134485989,TSS,False,120,243
ENSG00000178035.11,chr3,49025269,49025994,IR,True,44,110
ENSG00000178035.11,chr3,49026066,49026323,IR,True,44,109
ENSG00000144824.20,chr3,111732414,111732703,TSS,False,119,154
ENSG00000144824.20,chr3,111859167,111859576,TSS,True,86,154
ENSG00000144824.20,chr3,111859658,111859878,TSS,True,115,154
ENSG00000144824.20,chr3,111940534,111941806,PAS,True,86,153
ENSG00000144824.20,chr3,111919071,111919168,PAS,True,89,153
ENSG00000012223.12,chr3,46464824,46465580,TSS,True,55,491
ENSG00000168309.17,chr3,58577308,58577394,TSS,True,127,570
ENSG00000181789.14,chr3,129249575,129249746,TSS,True,199,749
ENSG00000010322.15,chr3,52455494,52455734,TSS,True,140,181
ENSG00000010322.15,chr3,52487225,52488605,TSS,True,89,129
ENSG00000010322.15,chr3,52487735,52489678,TSS,False,102,129
ENSG00000010322.15,chr3,52491186,52491513,TSS,True,101,129
ENSG00000010322.15,chr3,52491871,52493078,PAS,True,55,165
ENSG00000114439.18,chr3,107526398,107645835,ES,False,115,131
ENSG00000114439.18,chr3,107522958,107523107,TSS,True,43,156
ENSG00000065534.18,chr3,123618767,123620206,3AS,False,75,457
ENSG00000065534.18,chr3,123612295,123614349,PAS,True,70,518
ENSG00000065534.18,chr3,123692282,123692402,TSS,False,360,527
ENSG00000065534.18,chr3,123700019,123701257,TSS,True,398,527
ENSG00000065534.18,chr3,123657125,123657400,TSS,True,382,525
ENSG00000163812.13,chr3,44929436,44933117,ES,False,387,443
ENSG00000163812.13,chr3,44975932,44976194,TSS,True,148,481
ENSG00000163812.13,chr3,44933117,44933517,TSS,True,430,481
ENSG00000114650.19,chr3,47417823,47418133,3AS,False,133,150
ENSG00000114650.19,chr3,47475798,47476031,TSS,True,163,187
ENSG00000114650.19,chr3,47419327,47420467,TSS,True,147,183
ENSG00000114650.19,chr3,47420553,47420736,TSS,True,142,183
ENSG00000114650.19,chr3,47417303,47417794,TSS,True,157,183
ENSG00000070087.14,chr3,149966264,149968357,3AS,False,193,245
ENSG00000070087.14,chr3,149964901,149966264,PAS,True,52,245
ENSG00000070087.14,chr3,149964900,149966586,PAS,True,193,245
ENSG00000184500.15,chr3,93927407,93973673,ES,False,123,148
ENSG00000188313.12,chr3,146525647,146533469,ES,False,72,380
ENSG00000164062.12,chr3,49674621,49675693,ES,False,47,420
ENSG00000164062.12,chr3,49673964,49674413,TSS,True,77,491
ENSG00000172053.17,chr3,49104616,49104815,TSS,True,146,833
ENSG00000144747.16,chr3,69038890,69039009,PAS,True,376,497
ENSG00000144747.16,chr3,69043189,69043876,PAS,False,273,494
ENSG00000144747.16,chr3,69042057,69042912,PAS,True,424,494
ENSG00000161217.11,chr3,196287614,196287930,TSS,True,57,101
ENSG00000164081.12,chr3,51671288,51674270,ES,False,280,317
ENSG00000164081.12,chr3,51671186,51671288,TSS,False,45,374
ENSG00000132155.11,chr3,12582111,12584657,PAS,True,11,102
ENSG00000132155.11,chr3,12663812,12664200,TSS,True,18,103
ENSG00000114867.20,chr3,184323241,184323407,3AS,False,422,641
ENSG00000114867.20,chr3,184314489,184314674,TSS,True,575,802
ENSG00000114867.20,chr3,184314586,184317497,TSS,True,629,802
ENSG00000114867.20,chr3,184321278,184322103,TSS,True,683,797
ENSG00000114867.20,chr3,184325205,184325639,TSS,True,123,162
ENSG00000114867.20,chr3,184325957,184326629,TSS,True,141,162
ENSG00000114867.20,chr3,184327106,184327448,TSS,True,140,162
ENSG00000114867.20,chr3,184334726,184335358,PAS,True,641,801
ENSG00000114867.20,chr3,184325268,184326296,PAS,True,130,694
ENSG00000254999.3,chr3,10115819,10125625,ES,True,177,199
ENSG00000114503.10,chr3,196939432,196942425,5AS,False,289,344
ENSG00000114503.10,chr3,196942425,196942560,TSS,True,95,384
ENSG00000114503.10,chr3,196942369,196942574,TSS,False,328,383
ENSG00000173230.15,chr3,121718501,121722261,ES,False,11,107
ENSG00000173230.15,chr3,121749631,121749856,TSS,True,61,156
ENSG00000163870.15,chr3,127590409,127591092,TSS,True,62,134
ENSG00000163870.15,chr3,127590882,127591122,TSS,True,98,134
ENSG00000114378.16,chr3,50303465,50303629,TSS,False,85,100
ENSG00000114378.16,chr3,50302056,50303592,TSS,True,23,100
ENSG00000080822.16,chr3,98515472,98516879,PAS,False,40,119
ENSG00000080822.16,chr3,98500784,98501520,PAS,False,92,119
ENSG00000156990.14,chr3,9837800,9838207,PAS,True,32,148
ENSG00000163703.17,chr3,9933852,9934419,5AS,False,141,318
ENSG00000163703.17,chr3,9933787,9933852,TSS,False,233,375
ENSG00000163703.17,chr3,9933769,9933920,TSS,True,193,375
ENSG00000163703.17,chr3,9933324,9934612,TSS,True,333,375
ENSG00000177646.18,chr3,128879585,128879841,TSS,True,42,226
ENSG00000114107.8,chr3,138572932,138591853,3AS,False,129,196
ENSG00000114107.8,chr3,138494340,138495076,PAS,True,103,241
ENSG00000114107.8,chr3,138533767,138537347,PAS,True,174,236
ENSG00000114107.8,chr3,138499874,138500224,PAS,True,209,241
ENSG00000114107.8,chr3,138594197,138594404,TSS,True,40,241
ENSG00000114354.13,chr3,100736704,100744832,5AS,False,178,803
ENSG00000144895.11,chr3,150583845,150584860,PAS,True,116,654
ENSG00000144895.11,chr3,150581617,150581988,PAS,True,552,654
ENSG00000114446.4,chr3,108160813,108162655,PAS,False,169,659
ENSG00000114446.4,chr3,108162270,108165493,PAS,False,567,659
ENSG00000114446.4,chr3,108163674,108163729,PAS,True,590,659
ENSG00000181061.13,chr3,42804435,42804526,TSS,True,84,652
ENSG00000114030.12,chr3,122514756,122514948,TSS,True,14,137
ENSG00000170248.14,chr3,33798568,33798937,TSS,True,25,133
ENSG00000170248.14,chr3,33866350,33869703,PAS,True,44,129
ENSG00000170248.14,chr3,33841896,33842052,PAS,True,109,123
ENSG00000075785.12,chr3,128726135,128726359,TSS,True,106,600
ENSG00000131368.7,chr3,15048436,15049935,PAS,True,161,180
ENSG00000131368.7,chr3,15050836,15052633,PAS,True,28,174
ENSG00000170266.15,chr3,33097010,33097408,TSS,True,114,561
ENSG00000182247.9,chr3,23203021,23217313,TSS,True,20,192
ENSG00000114648.11,chr3,47334819,47336534,3AS,True,91,147
ENSG00000114648.11,chr3,47282623,47283094,TSS,True,38,181
ENSG00000093183.13,chr3,42563686,42568864,ES,False,176,205
ENSG00000093183.13,chr3,42547964,42548657,PAS,True,51,218
ENSG00000093183.13,chr3,42547968,42553448,PAS,True,169,213
ENSG00000093183.13,chr3,42581845,42582008,TSS,True,35,218
ENSG00000114395.10,chr3,50350984,50351408,IR,False,50,106
ENSG00000114395.10,chr3,50351560,50352008,IR,True,100,128
ENSG00000114395.10,chr3,50351560,50353240,ES,False,14,112
ENSG00000114395.10,chr3,50350804,50350984,TSS,True,68,143
ENSG00000114395.10,chr3,50350875,50351560,TSS,True,102,143
ENSG00000114395.10,chr3,50353240,50354095,PAS,True,30,142
ENSG00000177479.19,chr3,48922811,48927461,ES,False,265,505
ENSG00000177479.19,chr3,48922811,48945135,ES,False,12,111
ENSG00000177479.19,chr3,48924839,48927461,5AS,False,229,257
ENSG00000177479.19,chr3,48924839,48927464,3AS,True,34,264
ENSG00000177479.19,chr3,48927813,48961611,ES,False,422,533
ENSG00000177479.19,chr3,48983198,48985541,PAS,True,85,686
ENSG00000172113.9,chr3,48301295,48301409,TSS,True,70,106
ENSG00000172113.9,chr3,48301352,48301595,TSS,True,73,106
ENSG00000172113.9,chr3,48301278,48301375,TSS,True,86,106
ENSG00000183624.13,chr3,129278814,129278905,TSS,True,25,206
ENSG00000163931.15,chr3,53231544,53233151,3AS,True,61,145
ENSG00000163931.15,chr3,53231550,53233151,5AS,True,84,110
ENSG00000169251.12,chr3,161221331,161221993,5AS,False,28,119
ENSG00000169251.12,chr3,161221265,161221331,TSS,False,103,131
ENSG00000169251.12,chr3,161221287,161221409,TSS,True,40,131
ENSG00000169251.12,chr3,161250779,161252433,PAS,True,14,134
ENSG00000060971.17,chr3,38125881,38126509,ES,False,89,812
ENSG00000060971.17,chr3,38125881,38126509,5AS,False,89,136
ENSG00000060971.17,chr3,38125881,38126509,IR,False,89,144
ENSG00000060971.17,chr3,38126341,38126509,IR,False,714,816
ENSG00000016864.18,chr3,52700496,52705446,ES,False,106,161
ENSG00000016864.18,chr3,52705702,52706024,TSS,True,172,192
ENSG00000016864.18,chr3,52705446,52706059,TSS,True,29,192
ENSG00000132153.14,chr3,47802641,47803212,TSS,True,116,135
ENSG00000132153.14,chr3,47824966,47825247,TSS,False,74,135
ENSG00000132153.14,chr3,47845978,47847001,TSS,True,112,133
ENSG00000168297.15,chr3,58409531,58409617,PAS,True,37,114
ENSG00000168297.15,chr3,58424751,58426055,PAS,True,89,115
ENSG00000160746.12,chr3,43598666,43605713,ES,False,24,147
ENSG00000160746.12,chr3,43621908,43622081,TSS,True,16,152
ENSG00000114098.17,chr3,138187599,138221925,ES,False,23,144
ENSG00000114098.17,chr3,138295858,138298389,PAS,True,48,151
ENSG00000114098.17,chr3,138245087,138249804,PAS,True,111,151
ENSG00000114745.13,chr3,39100454,39100746,3AS,False,15,143
ENSG00000114745.13,chr3,39107478,39107849,TSS,True,64,217
ENSG00000114745.13,chr3,39100304,39100706,TSS,True,191,217
ENSG00000163900.10,chr3,185498842,185499076,TSS,True,19,184
ENSG00000074416.14,chr3,127710665,127721052,ES,False,650,760
ENSG00000074416.14,chr3,127823083,127823394,TSS,False,568,1019
ENSG00000074416.14,chr3,127822308,127823542,TSS,True,663,1019
ENSG00000225733.5,chr3,14947086,14947492,TSS,True,54,107
ENSG00000225733.5,chr3,14947113,14947555,TSS,True,80,107
ENSG00000010327.10,chr3,52523756,52523873,3AS,True,58,210
ENSG00000010327.10,chr3,52519123,52519404,TSS,True,191,225
ENSG00000010327.10,chr3,52517235,52517393,TSS,True,166,225
ENSG00000163681.14,chr3,57756230,57756342,TSS,False,21,138
ENSG00000163681.14,chr3,57864547,57866271,PAS,True,22,134
ENSG00000177311.11,chr3,141368293,141368804,TSS,True,66,101
ENSG00000163938.16,chr3,52685651,52686105,TSS,True,49,440
ENSG00000163938.16,chr3,52694192,52696162,PAS,True,49,440
ENSG00000163938.16,chr3,52693631,52694497,PAS,False,395,439
ENSG00000114573.9,chr3,113746803,113747113,TSS,False,31,200
ENSG00000012171.19,chr3,50273828,50273915,3AS,False,191,386
ENSG00000012171.19,chr3,50264465,50267769,TSS,True,312,456
ENSG00000012171.19,chr3,50267653,50269349,TSS,True,241,456
ENSG00000144560.14,chr3,11720393,11720758,TSS,True,78,115
ENSG00000144560.14,chr3,11643436,11643946,TSS,False,88,115
ENSG00000172037.13,chr3,49124700,49124926,TSS,True,137,310
ENSG00000182606.14,chr3,42160134,42160473,TSS,True,132,179
ENSG00000131381.12,chr3,15096288,15096551,5AS,True,22,128
ENSG00000131381.12,chr3,15096710,15099034,ES,False,55,126
ENSG00000131381.12,chr3,15073577,15075710,PAS,True,15,133
ENSG00000114316.12,chr3,49310737,49324701,ES,False,143,284
ENSG00000114316.12,chr3,49275519,49278451,PAS,True,56,348
ENSG00000114316.12,chr3,49339923,49340691,TSS,True,53,352
ENSG00000163659.12,chr3,156703423,156704469,PAS,False,17,146
ENSG00000187091.13,chr3,38024336,38025004,TSS,False,159,199
ENSG00000187091.13,chr3,38029505,38029693,TSS,True,88,199
ENSG00000170876.7,chr3,14124929,14125205,TSS,True,76,569
ENSG00000169714.16,chr3,129171277,129171445,3AS,False,2018,2959
ENSG00000169714.16,chr3,129171283,129171445,IR,False,75,103
ENSG00000169714.16,chr3,129171538,129171654,5AS,False,1450,2837
ENSG00000196776.15,chr3,108047292,108050577,ES,False,75,116
ENSG00000196776.15,chr3,108047292,108051938,ES,False,186,302
ENSG00000075914.12,chr3,44976219,44976334,TSS,True,18,105
ENSG00000075914.12,chr3,44975251,44975476,TSS,False,91,105
ENSG00000075914.12,chr3,45011234,45011476,PAS,True,51,102
ENSG00000075914.12,chr3,45012182,45013212,PAS,True,53,102
ENSG00000114480.12,chr3,81489698,81490463,PAS,True,23,153
ENSG00000093167.17,chr3,37083806,37094791,ES,False,29,180
ENSG00000093167.17,chr3,37096660,37129062,ES,False,157,183
ENSG00000093167.17,chr3,37052625,37053961,PAS,True,45,215
ENSG00000093167.17,chr3,37176059,37176751,TSS,True,27,215
ENSG00000003756.16,chr3,50088918,50089029,TSS,True,19,105
ENSG00000003756.16,chr3,50118330,50118965,PAS,True,60,104
ENSG00000003756.16,chr3,50113382,50113523,PAS,False,68,103
ENSG00000178467.17,chr3,49005046,49005776,IR,False,142,158
ENSG00000178467.17,chr3,48989850,48990610,TSS,True,24,165
ENSG00000178467.17,chr3,48989882,48990914,TSS,True,146,165
ENSG00000121578.12,chr3,119216344,119218711,5AS,False,15,116
ENSG00000121578.12,chr3,119230244,119236852,ES,False,90,115
ENSG00000121578.12,chr3,119240849,119240973,TSS,False,38,123
ENSG00000121578.12,chr3,119240564,119240677,TSS,False,109,123
ENSG00000176142.12,chr3,119463335,119463647,TSS,True,33,124
ENSG00000114416.17,chr3,180962940,180963027,IR,False,98,163
ENSG00000114416.17,chr3,180970358,180976121,ES,False,101,155
ENSG00000023330.14,chr3,52198255,52199209,ES,False,323,394
ENSG00000156976.16,chr3,186783639,186784431,3AS,False,1152,1640
ENSG00000156976.16,chr3,186784696,186785882,ES,False,284,1662
ENSG00000156976.16,chr3,186787882,186789124,ES,False,1354,1597
ENSG00000156976.16,chr3,186788416,186789124,5AS,False,97,245
ENSG00000156976.16,chr3,186788416,186789124,IR,False,97,183
ENSG00000156976.16,chr3,186788420,186789124,IR,False,148,234
ENSG00000118849.9,chr3,158710921,158713796,3AS,True,33,303
ENSG00000131378.13,chr3,16493877,16513441,3AS,True,165,186
ENSG00000131378.13,chr3,16513441,16513841,TSS,True,30,216
ENSG00000144674.16,chr3,37251484,37281957,ES,False,56,472
ENSG00000144674.16,chr3,37282272,37289234,ES,False,54,479
ENSG00000144674.16,chr3,37302184,37302581,PAS,True,273,504
ENSG00000144674.16,chr3,37323587,37324777,PAS,True,355,516
ENSG00000144674.16,chr3,37315419,37315524,PAS,False,406,509
ENSG00000075975.15,chr3,12557020,12557176,TSS,True,21,130
ENSG00000114902.13,chr3,52706086,52706282,TSS,False,19,125
ENSG00000114383.9,chr3,50326186,50326384,5AS,False,15,143
ENSG00000068001.13,chr3,50322652,50322850,TSS,True,259,2133
ENSG00000178252.17,chr3,49014116,49014209,IR,False,155,186
ENSG00000178252.17,chr3,49007308,49007531,TSS,True,106,203
ENSG00000178252.17,chr3,49011638,49014116,TSS,False,128,203
ENSG00000178252.17,chr3,49011778,49014293,TSS,False,182,203
ENSG00000036054.12,chr3,100310542,100316098,ES,False,70,162
ENSG00000036054.12,chr3,100260779,100261071,TSS,False,21,181
ENSG00000036054.12,chr3,100323586,100325251,PAS,True,32,181
ENSG00000114209.14,chr3,167720273,167734805,ES,False,50,107
ENSG00000161203.13,chr3,184180251,184180848,3AS,True,657,1876
ENSG00000114735.9,chr3,50569152,50569574,TSS,False,44,134
ENSG00000114735.9,chr3,50569176,50571332,TSS,True,114,133
ENSG00000144713.12,chr3,12841493,12841564,TSS,False,26,219
ENSG00000164054.15,chr3,48504018,48504380,TSS,False,791,1369
ENSG00000164054.15,chr3,48473009,48473208,TSS,True,700,1360
ENSG00000068028.17,chr3,50337172,50337522,TSS,False,102,305
ENSG00000068028.17,chr3,50340555,50340927,TSS,True,238,305
ENSG00000163389.11,chr3,119468851,119469106,TSS,True,21,180
ENSG00000144744.16,chr3,69077918,69080333,ES,False,49,158
ENSG00000131370.15,chr3,15332270,15332605,TSS,True,125,610
ENSG00000131370.15,chr3,15341222,15341463,TSS,True,521,610
ENSG00000058262.9,chr3,128052302,128052559,TSS,False,1147,1671
ENSG00000178057.14,chr3,49022768,49022877,3AS,True,22,205
ENSG00000004534.14,chr3,49940007,49940225,TSS,True,23,101
ENSG00000004534.14,chr3,50077007,50077254,PAS,True,54,101
ENSG00000004534.14,chr3,50061961,50062082,PAS,True,74,100
ENSG00000114737.15,chr3,50611630,50612017,TSS,False,62,135
ENSG00000170854.17,chr3,97950012,97950785,3AS,False,56,283
ENSG00000170854.17,chr3,97941817,97945342,PAS,False,39,297
ENSG00000136518.16,chr3,179562973,179569823,5AS,False,68,328
ENSG00000136518.16,chr3,179562906,179563117,TSS,True,85,343
ENSG00000136518.16,chr3,179562917,179562973,TSS,True,275,343
ENSG00000153551.13,chr3,32454240,32454844,PAS,True,18,109
ENSG00000174748.20,chr3,23917129,23917173,TSS,False,641,4658
ENSG00000181458.10,chr3,100492928,100555208,ES,False,49,121
ENSG00000179348.11,chr3,128485726,128486354,TSS,True,108,255
ENSG00000131374.14,chr3,17214370,17238162,ES,False,116,131
ENSG00000131374.14,chr3,17406526,17508473,ES,False,14,128
ENSG00000131374.14,chr3,17157161,17161256,PAS,True,98,134
ENSG00000131374.14,chr3,17167748,17167828,PAS,True,55,134
ENSG00000131374.14,chr3,17742480,17742890,TSS,True,49,153
ENSG00000131374.14,chr3,17742478,17742808,TSS,True,132,153
ENSG00000136527.17,chr3,185937824,185938055,TSS,True,22,130
ENSG00000136527.17,chr3,185931576,185931853,TSS,False,114,128
ENSG00000157020.17,chr3,10318094,10321049,5AS,False,1059,1213
ENSG00000157020.17,chr3,10321049,10321188,TSS,True,187,1286
ENSG00000197415.11,chr3,157470529,157495211,ES,False,157,216
ENSG00000197415.11,chr3,157495506,157503276,ES,True,119,149
ENSG00000197415.11,chr3,157259741,157261370,PAS,True,200,227
ENSG00000197415.11,chr3,157456236,157460355,PAS,True,200,226
ENSG00000197415.11,chr3,157364314,157364512,PAS,True,81,226
ENSG00000197415.11,chr3,157503276,157503442,TSS,True,75,229
ENSG00000197415.11,chr3,157503470,157503859,TSS,True,187,229
ENSG00000072756.16,chr3,3126916,3126990,TSS,False,29,125
ENSG00000072756.16,chr3,3147905,3153432,PAS,True,42,125
ENSG00000114120.12,chr3,140963227,140970926,ES,False,106,189
ENSG00000114738.10,chr3,50617226,50617513,5AS,False,267,381
ENSG00000114738.10,chr3,50617089,50617226,TSS,False,234,503
ENSG00000114738.10,chr3,50617078,50617241,TSS,True,388,503
ENSG00000114738.10,chr3,50617156,50617784,TSS,True,446,503
ENSG00000041802.10,chr3,194640786,194642247,PAS,True,244,350
ENSG00000041802.10,chr3,194644574,194644746,PAS,False,115,350
ENSG00000144810.15,chr3,99638664,99744896,ME,False,164,729
ENSG00000144810.15,chr3,99638664,99744896,ME,False,154,729
ENSG00000144810.15,chr3,99638664,99691398,ES,False,127,189
ENSG00000144810.15,chr3,99638664,99744896,ES,False,1211,2016
ENSG00000144810.15,chr3,99675721,99744896,ES,True,570,640
ENSG00000144810.15,chr3,99691568,99744896,5AS,True,159,190
ENSG00000144810.15,chr3,99745021,99794226,ES,True,45,427
ENSG00000144810.15,chr3,99745021,99794229,3AS,True,48,475
ENSG00000144810.15,chr3,99791010,99794229,3AS,True,1590,1974
ENSG00000144810.15,chr3,99794229,99799215,PAS,True,453,2090
ENSG00000144810.15,chr3,99794226,99799218,PAS,True,1660,2090
ENSG00000169814.13,chr3,15601770,15635423,5AS,False,26,106
ENSG00000169814.13,chr3,15601698,15601770,TSS,False,88,116
ENSG00000169814.13,chr3,15601736,15601894,TSS,True,36,116
