gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_total_cov
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,205,257
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,185,264
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,45,349
ENSG00000105928.14,chr7,24744754,24757395,ES,False,13,120
ENSG00000105928.14,chr7,24757395,24757493,TSS,True,14,135
ENSG00000075223.13,chr7,80742534,80745307,PAS,True,45,196
ENSG00000075223.13,chr7,80761025,80761657,PAS,True,163,186
ENSG00000075223.13,chr7,80918827,80919365,TSS,True,72,212
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,36,354
ENSG00000088325.15,chr20,31739621,31757406,ES,True,45,418
ENSG00000088325.15,chr20,31797515,31798385,3AS,True,32,303
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,157,453
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,404,451
ENSG00000088325.15,chr20,31783704,31785268,PAS,True,402,451
ENSG00000080189.14,chr20,46355178,46355801,3AS,False,20,144
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,24,161
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,344,502
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,192,519
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,125,331
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,258,331
ENSG00000124228.14,chr20,49239235,49239342,PAS,True,295,331
ENSG00000125848.9,chr20,14327558,14329133,5AS,True,94,105
ENSG00000125848.9,chr20,14327558,14337403,ES,False,238,353
ENSG00000101391.20,chr20,33358827,33359123,PAS,True,38,346
ENSG00000100983.10,chr20,34942627,34942930,IR,False,216,264
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,37,283
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,291,534
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,380,609
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,314,609
ENSG00000101337.15,chr20,32109517,32109755,TSS,False,39,196
ENSG00000101337.15,chr20,32165294,32167258,PAS,True,27,187
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,14,125
ENSG00000118707.9,chr20,36574510,36574635,TSS,False,189,223
ENSG00000149636.15,chr20,36771473,36773661,5AS,False,85,102
ENSG00000149636.15,chr20,36773661,36774298,TSS,True,24,126
ENSG00000149636.15,chr20,36773393,36773775,TSS,True,108,126
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,17,161
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,173,207
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,208,242
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,63,242
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,307,387
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,91,410
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,359,410
ENSG00000172296.12,chr20,13008926,13009384,TSS,True,92,239
ENSG00000172296.12,chr20,13008929,13009072,TSS,True,180,239
ENSG00000172296.12,chr20,13164753,13166765,PAS,False,63,234
ENSG00000203880.11,chr20,64255697,64255870,TSS,True,40,171
ENSG00000124193.14,chr20,43457860,43458140,TSS,False,28,182
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,12,107
ENSG00000101115.12,chr20,51789141,51791332,5AS,False,129,472
ENSG00000101115.12,chr20,51790021,51792353,TSS,True,412,479
ENSG00000101115.12,chr20,51802278,51802574,TSS,True,126,480
ENSG00000101193.7,chr20,62938108,62938253,TSS,True,59,159
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,247,560
ENSG00000131051.22,chr20,35739017,35740524,IR,False,154,185
ENSG00000131051.22,chr20,35739017,35740823,ES,False,380,537
ENSG00000131051.22,chr20,35740597,35740823,IR,False,179,201
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,65,635
ENSG00000089123.15,chr20,13387184,13390452,PAS,False,36,107
ENSG00000089123.15,chr20,13415392,13417521,PAS,True,95,107
ENSG00000089123.15,chr20,13480780,13483337,PAS,False,96,107
ENSG00000101361.16,chr20,2656034,2656400,5AS,False,363,453
ENSG00000101361.16,chr20,2656034,2656400,IR,False,363,442
ENSG00000101361.16,chr20,2656214,2656400,IR,False,92,171
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,180,551
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,420,551
ENSG00000126001.15,chr20,35476595,35477870,3AS,True,96,107
ENSG00000126001.15,chr20,35455104,35455242,TSS,True,77,142
ENSG00000126001.15,chr20,35455093,35455237,TSS,False,116,142
ENSG00000126001.15,chr20,35477870,35478179,PAS,True,46,123
ENSG00000126001.15,chr20,35490636,35490703,PAS,True,104,123
ENSG00000062598.17,chr20,46394503,46406547,3AS,False,41,179
ENSG00000062598.17,chr20,46394532,46406547,ES,False,78,136
ENSG00000062598.17,chr20,46406547,46406636,TSS,True,39,241
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,18,157
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,116,147
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,39,144
ENSG00000088970.15,chr20,21246478,21246623,PAS,True,26,102
ENSG00000101365.20,chr20,2658522,2658758,IR,False,25,238
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,51,259
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,214,261
ENSG00000101367.8,chr20,32819893,32820028,TSS,False,101,899
ENSG00000130703.16,chr20,62238467,62238597,TSS,True,21,100
ENSG00000101343.14,chr20,20033314,20036362,PAS,True,18,137
ENSG00000149474.13,chr20,18159265,18161822,3AS,False,46,119
ENSG00000149474.13,chr20,18137824,18138051,TSS,True,24,132
ENSG00000087460.24,chr20,58895684,58903530,ES,False,18,119
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,112,126
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,135,209
ENSG00000087460.24,chr20,58891995,58892209,TSS,True,173,209
ENSG00000087460.24,chr20,58893494,58895684,TSS,True,188,209
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,23,104
ENSG00000101150.17,chr20,63873816,63882718,ES,False,189,434
ENSG00000101040.19,chr20,47210897,47220257,ES,False,37,117
ENSG00000101040.19,chr20,47298872,47310055,3AS,False,85,169
ENSG00000101040.19,chr20,47209212,47210897,PAS,True,64,196
ENSG00000101040.19,chr20,47356656,47357804,TSS,True,51,198
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,77,323
ENSG00000131043.11,chr20,36236467,36236782,TSS,True,287,323
ENSG00000101191.16,chr20,62887216,62894194,PAS,True,141,197
ENSG00000101191.16,chr20,62895005,62896392,PAS,True,170,197
ENSG00000101191.16,chr20,62904818,62906100,PAS,True,122,197
ENSG00000101191.16,chr20,62937795,62937943,TSS,False,138,204
ENSG00000101191.16,chr20,62926431,62926528,TSS,True,81,204
ENSG00000078747.14,chr20,34507694,34510508,PAS,True,71,147
ENSG00000078747.14,chr20,34481065,34481569,PAS,True,124,145
ENSG00000101384.12,chr20,10645142,10645256,TSS,True,176,272
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,20,137
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,122,137
ENSG00000101138.11,chr20,56392363,56392538,TSS,True,182,218
ENSG00000101138.11,chr20,56392378,56392713,TSS,True,59,218
ENSG00000101158.13,chr20,58993675,58994109,5AS,False,65,579
ENSG00000101158.13,chr20,58993675,58994109,IR,False,65,119
ENSG00000101346.13,chr20,32207843,32208065,TSS,True,53,116
ENSG00000125871.13,chr20,17969141,17969800,IR,True,91,130
ENSG00000125871.13,chr20,17970370,17988165,ES,False,17,125
ENSG00000125871.13,chr20,17968896,17969141,TSS,True,48,139
ENSG00000125871.13,chr20,17969017,17970370,TSS,True,103,139
ENSG00000124207.16,chr20,49046281,49046423,TSS,True,60,443
ENSG00000125968.8,chr20,31605285,31605813,TSS,False,58,223
ENSG00000101052.12,chr20,43591029,43594692,5AS,False,59,217
ENSG00000101052.12,chr20,43613976,43618939,ES,False,195,224
ENSG00000101052.12,chr20,43590924,43591029,TSS,False,167,226
ENSG00000101052.12,chr20,43590915,43591054,TSS,True,69,226
ENSG00000124214.19,chr20,49117776,49117963,TSS,True,89,123
ENSG00000124214.19,chr20,49188115,49188417,TSS,False,72,127
ENSG00000124214.19,chr20,49124374,49124569,TSS,True,110,124
ENSG00000132646.10,chr20,5119577,5120011,TSS,True,28,139
ENSG00000132646.10,chr20,5126499,5126647,TSS,False,118,139
ENSG00000259974.2,chr20,22559411,22561095,PAS,True,356,439
ENSG00000259974.2,chr20,22560552,22565116,PAS,True,118,258
ENSG00000259974.2,chr20,22578509,22578594,TSS,False,182,439
ENSG00000089006.16,chr20,17957037,17968699,ES,False,14,114
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,138,191
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,74,191
ENSG00000204070.9,chr20,45363135,45363315,TSS,True,57,208
ENSG00000204070.9,chr20,45363478,45363693,TSS,True,162,208
ENSG00000025293.16,chr20,35771951,35772079,TSS,True,22,140
ENSG00000025293.16,chr20,35913248,35913338,PAS,True,30,121
ENSG00000025293.16,chr20,35899369,35899648,PAS,False,101,121
ENSG00000025293.16,chr20,35947484,35950382,PAS,False,121,136
ENSG00000101294.17,chr20,31514410,31514734,TSS,True,13,102
ENSG00000101294.17,chr20,31569119,31572195,PAS,True,36,102
ENSG00000124145.6,chr20,45348324,45348430,TSS,False,21,175
ENSG00000168036.17,chr3,41239354,41239659,IR,False,111,460
ENSG00000168036.17,chr3,41239354,41239812,3AS,False,16,127
ENSG00000168036.17,chr3,41239354,41239818,3AS,False,190,317
ENSG00000168036.17,chr3,41239354,41239818,IR,False,190,539
ENSG00000168036.17,chr3,41239659,41240446,PAS,True,605,716
ENSG00000168036.17,chr3,41239133,41240445,PAS,True,367,716
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,529,719
ENSG00000173226.16,chr3,121781874,121790072,ES,True,24,201
ENSG00000173226.16,chr3,121807443,121826050,ES,False,27,210
ENSG00000173226.16,chr3,121826180,121828860,ES,False,37,213
ENSG00000173890.16,chr3,170038215,170038914,5AS,False,152,186
ENSG00000173890.16,chr3,170037933,170038215,TSS,False,57,209
ENSG00000173890.16,chr3,170038197,170038470,TSS,True,173,209
ENSG00000163660.11,chr3,157150381,157152176,3AS,True,100,132
ENSG00000163660.11,chr3,157150381,157152176,IR,False,100,113
ENSG00000163660.11,chr3,157153156,157158865,ES,False,104,183
ENSG00000163660.11,chr3,157147552,157148589,PAS,True,94,195
ENSG00000163660.11,chr3,157147795,157149977,PAS,False,170,195
ENSG00000163660.11,chr3,157150013,157150169,PAS,True,175,195
ENSG00000163660.11,chr3,157150488,157151930,PAS,True,170,194
ENSG00000047849.21,chr3,47915530,47917174,PAS,False,26,148
ENSG00000047849.21,chr3,48088772,48089274,TSS,True,46,188
ENSG00000164087.7,chr3,52075985,52122378,ES,False,40,115
ENSG00000164087.7,chr3,52151100,52154354,3AS,True,98,112
ENSG00000163714.17,chr3,143023064,143027148,ES,False,12,100
ENSG00000163714.17,chr3,143001324,143001673,TSS,True,30,127
ENSG00000163714.17,chr3,143038893,143038960,PAS,True,55,117
ENSG00000163714.17,chr3,143053675,143053780,PAS,False,99,117
ENSG00000114544.16,chr3,126084092,126084312,TSS,False,29,176
ENSG00000114544.16,chr3,126067946,126068247,TSS,True,156,176
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,167,347
ENSG00000188846.13,chr3,40457330,40457991,TSS,True,200,347
ENSG00000169255.14,chr3,161105234,161105445,TSS,False,18,113
ENSG00000076242.14,chr3,36993297,36993663,TSS,True,130,429
ENSG00000076242.14,chr3,36993319,36993890,TSS,True,318,429
ENSG00000184432.9,chr3,139353949,139357958,PAS,True,323,1843
ENSG00000114796.15,chr3,183635793,183643479,ES,False,83,136
ENSG00000114796.15,chr3,183635609,183635793,TSS,True,52,209
ENSG00000114796.15,chr3,183635614,183635747,TSS,True,169,209
ENSG00000163918.10,chr3,186790064,186790141,IR,False,99,137
ENSG00000163918.10,chr3,186790255,186790325,IR,False,86,136
ENSG00000163918.10,chr3,186804724,186806424,5AS,False,41,141
ENSG00000163918.10,chr3,186789891,186790064,PAS,True,39,142
ENSG00000163918.10,chr3,186789891,186790406,PAS,True,111,142
ENSG00000163918.10,chr3,186806424,186806482,TSS,True,101,142
ENSG00000163918.10,chr3,186806289,186806495,TSS,True,43,142
ENSG00000068745.14,chr3,48695418,48717156,3AS,False,145,451
ENSG00000164050.12,chr3,48405798,48406822,ES,True,140,163
ENSG00000164050.12,chr3,48413669,48414525,TSS,True,129,176
ENSG00000187098.15,chr3,69739409,69739701,TSS,True,82,101
ENSG00000187098.15,chr3,69866225,69866346,TSS,True,27,101
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,161,599
ENSG00000114115.9,chr3,139517434,139517680,PAS,True,30,201
ENSG00000114388.12,chr3,50347901,50348123,IR,False,93,106
ENSG00000114388.12,chr3,50348563,50348684,IR,False,98,109
ENSG00000114388.12,chr3,50349010,50349385,IR,False,94,110
ENSG00000114388.12,chr3,50350022,50350574,IR,False,91,110
ENSG00000114388.12,chr3,50350574,50351061,TSS,True,22,113
ENSG00000241553.12,chr3,9792529,9793124,TSS,False,39,280
ENSG00000156931.15,chr3,184812121,184812225,TSS,True,27,101
ENSG00000129055.12,chr3,134485319,134486001,TSS,True,81,155
ENSG00000129055.12,chr3,134485951,134485989,TSS,False,87,156
ENSG00000163913.11,chr3,129451998,129463559,ES,False,68,284
ENSG00000163913.11,chr3,129488397,129495445,ES,False,65,293
ENSG00000163913.11,chr3,129506549,129507667,3AS,False,232,313
ENSG00000163832.15,chr3,47513536,47513725,TSS,True,16,103
ENSG00000144824.20,chr3,111920419,111939474,ES,False,101,246
ENSG00000144824.20,chr3,111940534,111941806,PAS,True,230,379
ENSG00000144824.20,chr3,111919071,111919168,PAS,True,264,377
ENSG00000154743.17,chr3,12484272,12484517,TSS,False,47,106
ENSG00000154743.17,chr3,12484459,12484880,TSS,True,87,106
ENSG00000154743.17,chr3,12489779,12489989,TSS,True,90,105
ENSG00000154743.17,chr3,12532661,12533686,PAS,True,36,106
ENSG00000154743.17,chr3,12539160,12539665,PAS,False,85,106
ENSG00000114439.18,chr3,107522958,107523107,TSS,True,24,141
ENSG00000114439.18,chr3,107805369,107811186,PAS,True,125,140
ENSG00000068885.14,chr3,160384646,160399145,ES,False,124,142
ENSG00000068885.14,chr3,160256985,160258635,PAS,True,36,166
ENSG00000017260.19,chr3,130893964,130894337,TSS,True,41,112
ENSG00000017260.19,chr3,131001219,131003154,PAS,True,26,112
ENSG00000017260.19,chr3,131016151,131016759,PAS,True,87,112
ENSG00000070087.14,chr3,149966264,149968357,3AS,False,335,651
ENSG00000070087.14,chr3,149964901,149966264,PAS,True,319,655
ENSG00000070087.14,chr3,149964900,149966586,PAS,True,339,655
ENSG00000188313.12,chr3,146525647,146533469,ES,False,25,222
ENSG00000188313.12,chr3,146533550,146544466,ES,False,24,228
ENSG00000164062.12,chr3,49673964,49674413,TSS,True,119,400
ENSG00000164062.12,chr3,49675770,49676515,TSS,True,326,400
ENSG00000154767.14,chr3,14145144,14146159,PAS,True,25,162
ENSG00000154767.14,chr3,14178465,14178685,TSS,True,31,164
ENSG00000154767.14,chr3,14158010,14158713,TSS,True,139,155
ENSG00000179152.19,chr3,44338101,44338319,TSS,True,79,130
ENSG00000179152.19,chr3,44338444,44338834,TSS,True,55,130
ENSG00000179152.19,chr3,44407441,44409449,PAS,True,77,129
ENSG00000179152.19,chr3,44358216,44359796,PAS,True,65,127
ENSG00000144747.16,chr3,69044595,69047357,5AS,False,213,257
ENSG00000144747.16,chr3,69038890,69039009,PAS,True,182,262
ENSG00000144747.16,chr3,69039548,69039693,PAS,True,231,262
ENSG00000144747.16,chr3,69043189,69043876,PAS,False,185,262
ENSG00000144747.16,chr3,69042057,69042912,PAS,True,222,262
ENSG00000114126.17,chr3,141974191,141978519,3AS,False,94,123
ENSG00000114126.17,chr3,141949807,141952696,PAS,True,30,132
ENSG00000114126.17,chr3,142149182,142149553,TSS,True,59,134
ENSG00000114126.17,chr3,142028578,142028646,TSS,True,85,133
ENSG00000113851.14,chr3,3154075,3154746,IR,False,168,204
ENSG00000113851.14,chr3,3147622,3151045,PAS,True,25,224
ENSG00000114503.10,chr3,196939432,196942369,5AS,False,49,110
ENSG00000114503.10,chr3,196942425,196942560,TSS,True,121,670
ENSG00000173230.15,chr3,121719750,121722261,3AS,True,58,232
ENSG00000173230.15,chr3,121719753,121722261,3AS,False,37,174
ENSG00000173230.15,chr3,121730017,121730875,5AS,False,206,232
ENSG00000173230.15,chr3,121749631,121749856,TSS,True,66,284
ENSG00000114125.13,chr3,141738509,141743508,5AS,False,11,102
ENSG00000114125.13,chr3,141738225,141738516,TSS,True,15,111
ENSG00000114125.13,chr3,141738234,141738509,TSS,True,97,111
ENSG00000066405.12,chr3,138010074,138010445,TSS,True,137,158
ENSG00000066405.12,chr3,137998739,137999088,TSS,False,25,158
ENSG00000177646.18,chr3,128879841,128884652,5AS,False,235,279
ENSG00000177646.18,chr3,128879491,128880017,TSS,True,273,321
ENSG00000177646.18,chr3,128879585,128879841,TSS,True,76,321
ENSG00000113810.15,chr3,160399287,160399749,TSS,True,15,101
ENSG00000114107.8,chr3,138571356,138591853,ES,False,34,284
ENSG00000114107.8,chr3,138572932,138591853,3AS,False,119,242
ENSG00000114107.8,chr3,138494340,138495076,PAS,True,78,301
ENSG00000114107.8,chr3,138594197,138594404,TSS,True,63,301
ENSG00000114107.8,chr3,138591853,138592437,TSS,True,260,300
ENSG00000114354.13,chr3,100736704,100744832,5AS,False,168,781
ENSG00000114354.13,chr3,100709280,100709431,TSS,True,685,800
ENSG00000114354.13,chr3,100709362,100709721,TSS,False,144,800
ENSG00000144895.11,chr3,150583845,150584860,PAS,True,100,390
ENSG00000144895.11,chr3,150581617,150581988,PAS,True,330,390
ENSG00000114446.4,chr3,108160813,108162655,PAS,False,49,270
ENSG00000198836.9,chr3,193617285,193618868,ES,False,125,147
ENSG00000198836.9,chr3,193618936,193631611,ES,False,77,148
ENSG00000198836.9,chr3,193694605,193697811,PAS,True,52,159
ENSG00000181061.13,chr3,42804435,42804526,TSS,True,31,294
ENSG00000163608.14,chr3,113008430,113011044,ES,False,13,113
ENSG00000163608.14,chr3,113011165,113012733,3AS,False,12,107
ENSG00000163608.14,chr3,113014032,113019541,ES,False,57,115
ENSG00000122068.12,chr3,197749424,197750074,TSS,True,37,261
ENSG00000163728.10,chr3,180603323,180604224,IR,False,113,128
ENSG00000163728.10,chr3,180608700,180610979,PAS,True,86,134
ENSG00000163728.10,chr3,180609629,180611544,PAS,True,113,134
ENSG00000163728.10,chr3,180607647,180610979,PAS,True,91,134
ENSG00000114030.12,chr3,122514756,122514948,TSS,True,41,340
ENSG00000163507.13,chr3,108553647,108553730,PAS,True,126,197
ENSG00000163507.13,chr3,108554368,108554489,PAS,True,112,197
ENSG00000170248.14,chr3,33866350,33869703,PAS,True,78,261
ENSG00000170248.14,chr3,33853878,33856467,PAS,True,217,260
ENSG00000163939.18,chr3,52685748,52685995,TSS,True,94,106
ENSG00000163939.18,chr3,52685435,52685649,TSS,True,90,106
ENSG00000170266.15,chr3,33097010,33097408,TSS,True,133,1019
ENSG00000114648.11,chr3,47282623,47283094,TSS,True,19,111
ENSG00000093183.13,chr3,42547964,42548657,PAS,True,105,135
ENSG00000093183.13,chr3,42547968,42553448,PAS,True,32,129
ENSG00000093183.13,chr3,42581845,42582008,TSS,True,18,135
ENSG00000177479.19,chr3,48918998,48924717,ES,False,23,157
ENSG00000177479.19,chr3,48918998,48927461,ME,True,23,169
ENSG00000177479.19,chr3,48922811,48927461,ES,False,150,260
ENSG00000177479.19,chr3,48924839,48927461,5AS,False,120,134
ENSG00000177479.19,chr3,48927813,48961611,ES,False,242,306
ENSG00000113845.9,chr3,119498521,119498927,TSS,False,28,132
ENSG00000113845.9,chr3,119498550,119500860,TSS,True,116,132
ENSG00000169251.12,chr3,161221331,161221993,5AS,False,71,325
ENSG00000169251.12,chr3,161221265,161221331,TSS,False,272,343
ENSG00000169251.12,chr3,161221287,161221409,TSS,True,87,343
ENSG00000145020.15,chr3,49419151,49419259,IR,False,213,243
ENSG00000145020.15,chr3,49419788,49420210,IR,False,198,238
ENSG00000145020.15,chr3,49422257,49422360,3AS,False,52,233
ENSG00000163902.11,chr3,128650539,128650896,TSS,True,164,852
ENSG00000163902.11,chr3,128637798,128638104,TSS,True,764,851
ENSG00000178567.7,chr3,36990435,36991880,IR,False,17,117
ENSG00000178567.7,chr3,36988890,36990435,PAS,True,101,123
ENSG00000178567.7,chr3,36991880,36993170,TSS,False,106,123
ENSG00000060971.17,chr3,38125881,38126161,IR,False,104,118
ENSG00000060971.17,chr3,38126341,38126509,IR,False,81,111
ENSG00000060971.17,chr3,38129388,38131925,ES,False,39,127
ENSG00000132153.14,chr3,47802641,47803212,TSS,True,140,181
ENSG00000132153.14,chr3,47824966,47825247,TSS,False,110,178
ENSG00000132153.14,chr3,47841273,47841737,TSS,True,149,177
ENSG00000163904.12,chr3,185586190,185586514,TSS,True,22,107
ENSG00000073111.13,chr3,127598314,127598472,TSS,True,85,328
ENSG00000163947.11,chr3,56801702,56801952,TSS,True,38,283
ENSG00000114098.17,chr3,138187599,138188454,3AS,False,151,204
ENSG00000114098.17,chr3,138187599,138221925,ME,False,121,192
ENSG00000114098.17,chr3,138187599,138221925,ME,False,121,192
ENSG00000114098.17,chr3,138187599,138209816,ES,False,120,253
ENSG00000114098.17,chr3,138187599,138221925,ME,False,121,192
ENSG00000114098.17,chr3,138187599,138221925,ES,False,55,380
ENSG00000114098.17,chr3,138188530,138221925,ES,False,71,205
ENSG00000114098.17,chr3,138295858,138298389,PAS,True,93,393
ENSG00000114098.17,chr3,138245087,138249804,PAS,True,306,389
